,Total_Sales,Year,cleaned_name,curb_weight_lbs,speed_sec,horsepower_hp,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,length_in,vol_cubft,mpg_comb,drivetrain,fuel,class,transmission
3330,361.0,2016,acura zdx,,6.47,300.0,78.5,24950.0,5.0,4.0,108.3,62.8,21.0,192.4,,19.0,all wheel,gas,,
3331,387081.0,2017,toyota camry,3411.0,6.65,200.0,71.7,27291.0,5.0,4.0,109.29999999999998,57.89999999999999,17.0,190.9,103.0,24.0,front wheel,gas,midsize,AT
3332,377286.0,2017,honda civic,2846.5454545454545,5.16,306.0,73.9,22418.18181818182,5.0,4.0,106.29999999999995,55.7,12.400000000000004,179.4,95.76363636363637,34.63636363636363,front wheel,gas,compact,MT
3333,329196.0,2017,toyota corolla,2853.4615384615386,8.94,140.0,69.9,20152.69230769231,5.0,4.0,106.29999999999995,57.29999999999999,13.199999999999998,183.1,98.0,30.0,front wheel,gas,compact,MT
3334,322655.0,2017,honda accord,,7.62,212.0,72.8,15804.0,5.0,4.0,109.3,57.5,15.8,194.1,195.0,21.0,front wheel,gas,midsize,MT
3335,254996.0,2017,nissan altima,3289.714285714286,8.3,179.0,72.0,26197.14285714286,5.0,4.0,109.29999999999998,57.85714285714285,18.0,191.9,102.0,31.0,front wheel,gas,midsize,MT
3336,218451.0,2017,nissan sentra,2882.833333333333,7.26,188.0,69.3,18971.666666666668,5.0,4.0,106.3,58.9,13.2,182.5,96.0,30.0,front wheel,gas,midsize,MT
3337,209623.0,2017,ford fusion,3574.375,6.03,231.0,72.9,27913.75,5.0,4.0,112.20000000000002,58.06250000000001,15.8125,191.7,102.79999999999998,31.75,front wheel,electric,midsize,AT
3338,198210.0,2017,hyundai elantra,2853.8888888888887,7.4,173.0,70.1,20127.777777777777,5.0,4.0,106.07777777777775,56.47777777777779,12.977777777777778,169.3,96.0,32.0,front wheel,gas,midsize,DCT
3339,185857.0,2017,chevrolet malibu,3230.8,8.25,124.0,73.0,25691.0,5.0,4.0,111.4,57.6,13.56,193.8,100.0,30.0,front wheel,gas,midsize,AT
3340,184751.0,2017,chevrolet cruze,3170.0,9.03,153.0,70.5,19420.0,5.0,4.0,106.3,57.4,13.7,183.7,94.0,34.0,front wheel,gas,midsize,MT
3341,158385.0,2017,ford focus,3027.333333333333,9.83,123.0,71.8,23147.14285714286,5.0,4.0,104.29999999999998,57.89999999999999,12.614285714285716,178.5,90.70000000000002,28.142857142857142,front wheel,gas,compact,MT
3342,131803.0,2017,hyundai sonata,3313.153846153846,8.34,185.0,73.4,25151.92307692308,5.0,4.0,110.40000000000002,58.100000000000016,18.5,191.1,106.0,29.0,front wheel,gas,large,DCT
3343,117596.0,2017,kia forte,2875.4,6.74,201.0,70.1,19741.0,5.0,3.4,106.29999999999998,56.38,13.2,171.3,96.0,28.0,front wheel,gas,midsize,AT
3344,117401.0,2017,subaru impreza,3054.0,8.37,148.0,70.0,21031.36363636364,5.0,4.0,104.1,57.7,14.5,182.1,97.28181818181817,30.181818181818183,all wheel,gas,small station wagon,DCT
3345,115807.0,2017,volkswagen jetta,3270.0714285714284,8.73,170.0,70.0,25772.14285714286,5.0,4.0,101.5,59.20000000000001,14.5,183.3,94.0,32.0,front wheel,gas,small station wagon,DCT
3346,115712.0,2017,kia soul,2793.0,9.25,130.0,70.9,18025.0,5.0,4.0,101.2,63.0,14.2,163.0,101.0,27.0,front wheel,gas,small station wagon,AT
3347,108662.0,2017,toyota prius,3057.5,12.78,121.0,69.3,26983.33333333333,5.0,4.0,106.3,58.1,11.3,178.7,91.0,52.0,front wheel,electric,midsize,AT
3348,107493.0,2017,kia optima,3378.6,8.28,185.0,73.2,27480.0,5.0,4.0,110.4,57.7,18.5,191.1,105.0,31.0,front wheel,gas,midsize,AT
3349,106772.0,2017,nissan versa,2461.5,9.09,109.0,66.7,15507.0,5.0,4.0,102.4,60.05000000000001,10.8,175.4,184.0,34.0,front wheel,gas,compact,MT
3350,88351.0,2017,dodge charger,4239.777777777777,6.31,292.0,75.0,38328.333333333336,5.0,4.0,120.24444444444448,58.2,18.5,198.4,105.0,23.0,rear wheel,gas,large,AT
3351,81866.0,2017,ford mustang,3635.8,3.66,526.0,75.9,35050.0,4.0,2.0,107.1,54.50999999999999,15.85,188.9,82.0,24.0,rear wheel,gas,subcompact,MT
3352,77447.0,2017,mercedes benz c class,3692.7,6.56,241.0,71.3,47270.90909090909,5.0,4.0,111.79999999999995,56.74545454545454,16.745454545454546,184.5,88.2,26.272727272727277,rear wheel,gas,compact,DCT
3353,75877.0,2017,chevrolet impala,3730.0,6.21,197.0,73.0,28277.5,5.0,4.0,111.7,58.9,18.5,201.3,105.0,25.0,front wheel,gas,large,AT
3354,75018.0,2017,mazda 3,,8.14,155.0,70.7,11692.0,,,106.3,57.3,13.2,180.3,108.7,32.0,front wheel,gas,compact,MT
3355,68978.0,2017,volkswagen golf,3061.145833333333,7.17,170.0,70.8,26360.88235294117,5.0,3.4166666666666665,103.67291666666672,57.28541666666667,13.200000000000005,179.6,93.0,29.0,front wheel,gas,compact,MT
3356,67940.0,2017,chevrolet camaro,3977.625,5.46,275.0,74.7,34500.0,4.0,2.0,110.7,53.0,19.0,188.3,79.0,22.0,rear wheel,gas,compact,MT
3357,67627.0,2017,nissan maxima,3529.8,6.36,300.0,73.2,36344.0,5.0,4.0,109.3,56.5,18.0,192.8,99.0,25.0,front wheel,gas,midsize,MT
3358,64537.0,2017,dodge challenger,4084.9,6.07,305.0,75.7,36965.0,5.0,2.0,116.20000000000002,57.15999999999999,18.5,197.9,94.0,23.0,rear wheel,gas,midsize,MT
3359,60722.0,2017,volkswagen passat,3337.521739130435,8.91,170.0,72.2,27871.666666666668,5.0,4.0,110.40000000000003,58.5,18.5,191.9,102.0,23.0,front wheel,gas,midsize,DCT
3360,59449.0,2017,bmw 3,3594.0,8.08,180.0,71.3,41197.5,5.0,4.0,110.84999999999997,56.68999999999998,15.430000000000003,182.8,87.8076923076923,27.8,all wheel,gas,compact,DCT
3361,58955.0,2017,hyundai accent,2541.833333333333,7.94,137.0,66.9,15945.0,5.0,4.0,101.2,57.1,11.4,172.0,180.0,30.0,front wheel,gas,compact,MT
3362,51398.0,2017,lexus es,3615.5,8.6,200.0,71.7,39560.0,5.0,4.0,111.0,57.1,17.2,193.3,100.1,32.0,front wheel,electric,midsize,DCT
3363,51312.0,2017,mercedes benz e cls class,,,,,,,,,,,,,,,,,
3364,51237.0,2017,chrysler 300,4132.0,6.41,292.0,75.0,37409.16666666666,5.0,4.0,120.20000000000005,58.583333333333336,18.5,198.6,106.0,23.0,rear wheel,gas,large,AT
3365,49837.0,2017,subaru legacy,3496.8571428571427,8.18,175.0,72.4,25102.14285714286,5.0,4.0,108.29999999999998,59.0,18.5,188.8,104.6,29.0,all wheel,gas,midsize,DCT
3366,49454.0,2017,honda fit,2590.6666666666665,8.34,130.0,67.0,18385.0,5.0,4.0,99.6,60.0,10.6,160.0,96.0,36.0,front wheel,gas,small station wagon,MT
3367,46249.0,2017,ford fiesta,2580.714285714286,9.03,120.0,67.8,17171.428571428572,5.0,4.0,98.0,57.92857142857143,12.400000000000002,173.5,85.10000000000001,30.714285714285715,front wheel,gas,subcompact,MT
3368,44380.0,2017,toyota yaris,2329.285714285714,9.35,106.0,66.7,16362.142857142857,5.0,3.142857142857143,98.79999999999998,59.39999999999999,11.099999999999998,171.7,171.0,32.0,front wheel,gas,compact,DCT
3369,41236.0,2017,ford taurus,4059.6666666666665,6.04,288.0,76.2,33290.833333333336,5.0,4.0,112.9,60.7,19.0,202.9,102.2,20.0,front wheel,gas,large,AT
3370,40739.0,2017,infiniti q50,3775.6666666666665,,,,42733.333333333336,5.0,4.0,112.20000000000005,57.00000000000002,19.633333333333336,,102.0,23.0,rear wheel,gas,midsize,MT
3371,40658.0,2017,bmw 5,4344.583333333333,7.15,240.0,73.2,60608.333333333336,5.0,4.0,117.85000000000002,58.55000000000001,18.433333333333334,193.4,104.6818181818182,24.363636363636363,rear wheel,gas,midsize,DCT
3372,39634.0,2017,bmw 4,3808.4615384615386,,320.0,71.9,48226.92307692308,4.307692307692308,2.6153846153846154,110.59999999999998,54.5076923076923,15.800000000000002,182.6,,25.0,rear wheel,gas,compact,MT
3373,37674.0,2017,audi a4,3641.6666666666665,5.81,252.0,72.5,36966.66666666666,5.0,4.0,110.6,56.2,16.099999999999998,187.0,92.0,28.0,all wheel,gas,compact,MT
3374,34846.0,2017,acura tlx,3614.0,6.45,290.0,73.0,38730.71428571428,5.0,4.0,109.29999999999998,57.0,17.2,190.3,93.29999999999998,25.857142857142858,front wheel,gas,midsize,AT
3375,33402.0,2017,mazda 6,,7.78,184.0,72.4,21945.0,,,111.4,57.1,16.4,191.5,100.0,28.0,front wheel,gas,midsize,MT
3376,32583.0,2017,toyota avalon,3529.4,6.68,268.0,72.2,36080.0,5.0,4.0,111.0,57.5,17.0,195.3,104.0,24.0,front wheel,gas,midsize,AT
3377,32232.0,2017,mini cooper,2736.6666666666665,6.31,228.0,68.0,25133.33333333333,4.0,2.0,98.2,55.70000000000001,11.266666666666666,152.5,77.0,28.33333333333333,front wheel,gas,minicompact,MT
3378,30290.0,2017,chevrolet sonic,2804.25,9.38,138.0,68.3,17814.375,5.0,4.0,99.4,59.6,12.2,173.9,91.0,28.0,front wheel,gas,subcompact,MT
3379,28800.0,2017,tesla model s,4658.384615384615,,,77.3,85961.53846153847,5.0,4.0,116.5,56.5,,196.0,94.0,102.0,all wheel,electric,large,AT
3380,27387.0,2017,lincoln mkz,3807.0,,,,41027.5,5.0,4.0,112.2,58.13333333333333,15.833333333333334,,96.46666666666664,30.33333333333333,front wheel,gas,midsize,AT
3381,27237.0,2017,kia niro,,8.77,139.0,71.1,,5.0,4.0,106.3,60.4,11.9,171.5,101.0,49.0,front wheel,gas,small station wagon,AT
3382,26482.0,2017,lexus is,,6.8,241.0,71.3,30146.0,5.0,4.0,110.2,56.3,17.4,183.7,90.2,26.0,rear wheel,gas,,
3383,25079.0,2017,chevrolet corvette,3404.333333333333,3.82,460.0,77.4,67066.66666666667,2.0,2.0,106.70000000000005,,18.5,177.9,,19.0,rear wheel,gas,two seater,MT
3384,23297.0,2017,chevrolet bolt,,,,,,,,,,,,,,,,,
3385,22589.0,2017,chevrolet spark,2572.0,10.63,98.0,62.8,19440.0,4.0,4.0,93.7,60.5,9.2,143.1,86.0,33.0,front wheel,gas,subcompact,MT
3386,22386.0,2017,mitsubishi mirage,2020.0,10.72,78.0,67.7,14345.0,5.0,4.0,96.5,59.4,9.2,169.5,172.0,36.0,front wheel,gas,subcompact,MT
3387,21301.0,2017,audi a5,3703.6666666666665,6.36,220.0,73.0,43300.0,4.0,2.0,108.3,54.133333333333326,16.099999999999998,182.1,83.0,25.0,all wheel,gas,subcompact,DCT
3388,20669.0,2017,mercedes benz cla class,3428.0,7.68,208.0,70.0,38533.333333333336,5.0,4.0,106.3,56.3,14.800000000000002,182.3,101.0,27.666666666666668,all wheel,gas,subcompact,DCT
3389,20349.0,2017,chevrolet volt,3543.0,,149.0,71.2,35345.0,5.0,4.0,106.1,56.4,8.9,180.4,90.0,42.0,front wheel,electric,compact,AT
3390,20161.0,2017,buick lacrosse,4017.0,6.58,310.0,73.5,36595.625,5.0,4.0,111.70000000000002,59.2,18.875,197.5,102.0,25.0,front wheel,gas,midsize,DCT
3391,18457.0,2017,chrysler 200,,5.84,295.0,73.6,25745.0,5.0,4.0,108.0,,15.8,192.3,101.0,27.0,all wheel,gas,midsize,AT
3392,18390.0,2017,ford c max,,,188.0,72.0,,5.0,4.0,104.3,63.9,13.5,173.6,99.7,40.0,front wheel,gas,,
3393,16825.0,2017,volvo s60,3541.090909090909,6.98,240.0,73.5,42673.07692307692,5.0,4.0,109.29230769230767,58.56923076923076,17.800000000000004,182.6,93.0,25.07692307692308,all wheel,gas,compact,DCT
3394,16760.0,2017,kia rio,2602.8571428571427,7.93,138.0,67.7,17482.14285714286,5.0,4.0,101.20000000000002,57.3,11.400000000000002,172.0,177.0,30.0,front wheel,gas,compact,AT
3395,16304.0,2017,audi a6,4053.75,7.0,252.0,73.8,52875.0,5.0,4.0,114.6,57.8,19.65,194.2,98.0,28.0,all wheel,gas,midsize,DCT
3396,16275.0,2017,cadillac xts,4080.642857142857,6.72,304.0,72.9,54923.57142857143,4.785714285714286,4.0,111.70000000000002,59.13500000000001,19.357142857142858,202.0,104.0,22.0,front wheel,gas,large,DCT
3397,16196.0,2017,genesis g80,,,311.0,74.4,,5.0,4.0,118.5,58.3,20.3,196.5,107.7,19.0,all wheel,gas,,
3398,15888.0,2017,mercedes benz s class,4784.222222222223,4.19,621.0,74.8,153500.0,4.7,3.4,122.79000000000003,57.92,21.02,206.5,109.0,18.1,rear wheel,gas,large,AT
3399,15166.0,2017,volkswagen beetle,3032.7619047619046,8.56,170.0,71.2,25890.714285714286,4.0,2.0,99.90000000000003,58.5,14.5,168.4,85.0,26.0,front wheel,gas,subcompact,DCT
3400,13100.0,2017,cadillac ats,3473.25,5.57,272.0,72.5,41855.625,5.0,4.0,109.29999999999995,55.899999999999984,16.0,183.6,182.0,23.0,rear wheel,gas,compact,AT
3401,12725.0,2017,mitsubishi lancer,,8.4,148.0,69.4,14251.0,5.0,4.0,103.7,58.3,15.5,182.1,93.0,28.0,front wheel,gas,compact,MT
3402,12685.0,2017,fiat 500,2429.8,7.21,160.0,64.1,21169.0,4.0,2.0,90.6,59.63,10.5,144.4,76.0,29.0,front wheel,gas,minicompact,MT
3403,12658.0,2017,hyundai veloster,2826.4,6.66,201.0,71.1,21255.0,4.0,3.0,104.29999999999998,55.10000000000001,13.2,167.3,90.0,29.0,front wheel,gas,compact,MT
3404,12012.0,2017,lincoln continental,,,,,,,,,,,,,,,,,
3405,11757.0,2017,acura ilx,3114.333333333333,6.63,201.0,70.6,31113.33333333333,5.0,4.0,105.1,55.6,13.2,181.9,89.0,29.0,front wheel,gas,compact,DCT
3406,11737.0,2017,bmw 2,3592.222222222222,6.36,248.0,69.8,41072.22222222222,4.0,2.0,105.9,55.62222222222224,13.7,174.7,99.0,25.22222222222222,rear wheel,gas,subcompact,AT
3407,11559.0,2017,buick regal,3713.0,7.18,259.0,73.1,32154.285714285717,5.0,4.0,107.8,58.26666666666667,18.0,190.2,98.0,24.0,front wheel,gas,midsize,AT
3408,11294.0,2017,mazda mx 5 miata,2356.5,6.62,155.0,68.3,28429.166666666668,2.0,2.0,90.9,,11.9,154.1,,30.0,rear wheel,gas,two seater,MT
3409,11230.0,2017,nissan leaf,3329.6666666666665,12.78,107.0,69.7,33333.333333333336,5.0,4.0,106.3,61.0,,175.0,92.0,112.0,front wheel,electric,midsize,AT
3410,11197.0,2017,hyundai ioniq,,,139.0,71.7,,5.0,4.0,106.3,56.9,11.9,176.0,96.0,55.0,front wheel,gas,large,AT
3411,11090.0,2017,volvo s90,,7.79,250.0,74.0,,5.0,4.0,115.8,56.8,14.5,195.4,,27.0,front wheel,gas,,
3412,10751.0,2017,infiniti q60,3877.25,,,,48875.0,4.0,2.0,112.20000000000002,55.0125,20.0,,85.0,22.0,rear wheel,gas,subcompact,MT
3413,10542.0,2017,cadillac ct6,3919.5,6.42,265.0,74.0,62469.16666666666,5.0,4.0,122.4,57.9,19.5,204.1,110.0,25.0,all wheel,gas,large,AT
3414,10344.0,2017,cadillac cts,3834.4,5.62,335.0,72.2,56554.0,5.0,4.0,114.6,57.2,19.0,195.5,97.0,24.0,rear wheel,gas,midsize,AT
3415,10082.0,2017,dodge dart,,7.64,184.0,72.0,17329.0,5.0,4.0,106.4,,15.8,183.9,97.0,27.0,front wheel,gas,midsize,AT
3416,9278.0,2017,jaguar xe,,5.25,340.0,72.8,,5.0,4.0,111.6,55.7,16.6,183.9,91.0,24.0,all wheel,gas,compact,AT
3417,9276.0,2017,bmw 7,4445.0,6.1,320.0,74.9,91033.33333333331,5.0,4.0,126.40000000000002,58.20000000000001,20.6,206.6,111.53846153846152,21.0,rear wheel,gas,large,AT
3418,8970.0,2017,porsche 911,3280.3076923076924,4.17,370.0,71.2,123995.3846153846,3.769230769230769,2.0,96.52307692307694,50.96923076923076,17.534615384615385,177.1,,20.363636363636363,all wheel,gas,minicompact,MT
3419,8903.0,2017,alfa romeo giulia,,6.14,280.0,73.7,,5.0,4.0,111.0,57.1,15.3,182.5,100.0,20.0,rear wheel,gas,midsize,AT
3420,7773.0,2017,lexus gs,,5.72,311.0,72.4,39557.0,5.0,4.0,112.2,57.9,17.4,192.1,99.0,22.0,all wheel,gas,,
3421,7363.0,2017,lexus rc,3819.5,7.02,241.0,72.4,43897.5,4.0,2.0,107.5,55.0,17.4,184.8,82.0,21.5,rear wheel,gas,subcompact,DCT
3422,7249.0,2017,kia cadenza,3708.3333333333335,6.47,290.0,73.6,37690.0,5.0,4.0,112.0,58.1,18.5,195.7,108.0,23.0,front wheel,gas,large,AT
3423,6846.0,2017,toyota 86 scion fr s,,,,,,,,,,,,,,,,,
3424,6431.0,2017,porsche panamera,4263.571428571428,4.61,440.0,76.3,128285.71428571428,4.0,4.0,116.6857142857143,55.82857142857142,24.12857142857143,198.8,108.0,24.0,all wheel,gas,large,DCT
3425,6276.0,2017,bmw i3,2931.5,7.47,170.0,70.0,44325.0,4.0,4.0,101.0,62.0,1.9,157.0,,39.0,rear wheel,electric,subcompact,AT
3426,5772.0,2017,infiniti q70,4043.25,,,,57512.5,5.0,4.0,114.2,59.35,20.0,,104.0,19.0,rear wheel,gas,midsize,MT
3427,5595.0,2017,buick cascada,3979.0,9.15,200.0,72.4,34565.0,4.0,2.0,106.1,56.8,14.3,184.9,82.0,23.0,front wheel,gas,compact,DCT
3428,5531.0,2017,maserati ghibli,4034.3333333333335,5.24,345.0,76.6,75066.66666666667,5.0,4.0,118.0,57.5,21.1,195.7,108.0,19.0,rear wheel,gas,midsize,MT
3429,4810.0,2017,audi a7,4322.0,4.83,450.0,75.2,69350.0,5.0,4.0,114.7,55.9,19.8,196.3,94.0,27.0,all wheel,diesel,midsize,DCT
3430,4690.0,2017,lexus ct,,,134.0,69.5,25312.0,5.0,4.0,102.4,,11.9,171.2,86.1,42.0,front wheel,gas,,
3431,4614.0,2017,nissan 370z,3378.4117647058824,4.6,350.0,73.6,40654.117647058825,2.0,2.0,100.40000000000002,51.91764705882351,19.0,170.5,,22.0,rear wheel,gas,two seater,MT
3432,4541.0,2017,jaguar xf,3825.0,7.4,180.0,78.2,59450.0,5.0,4.0,116.5,57.39999999999999,19.5,195.2,97.0,23.0,rear wheel,gas,midsize,DCT
3433,4478.0,2017,fiat 124 spider,,6.44,160.0,68.5,,2.0,2.0,90.9,,11.9,159.6,,29.0,rear wheel,gas,two seater,AT
3434,4398.0,2017,genesis g90,,5.93,365.0,75.4,,5.0,4.0,124.4,58.9,21.9,204.9,113.2,20.0,all wheel,gas,,
3435,4277.0,2017,buick verano,,8.61,180.0,71.4,21469.0,5.0,4.0,105.7,58.1,15.6,183.9,91.0,24.0,front wheel,gas,compact,AT
3436,4131.0,2017,subaru brz,2787.5,5.92,205.0,69.9,27243.75,4.0,2.0,101.2,50.6,13.2,166.7,77.0,24.0,rear wheel,gas,minicompact,MT
3437,4108.0,2017,jaguar f type,3587.230769230769,5.18,340.0,75.7,87303.84615384616,2.0,2.0,103.20000000000005,51.46923076923077,18.29230769230769,176.0,72.0,20.0,rear wheel,gas,two seater,AT
3438,4094.0,2017,lexus ls,4594.2,5.41,386.0,73.8,85910.0,5.0,4.0,119.78,58.220000000000006,22.2,200.0,102.5,18.8,all wheel,gas,midsize,AT
3439,4055.0,2017,chevrolet ss,,4.57,415.0,74.7,46625.0,5.0,4.0,114.8,57.9,18.8,195.5,112.0,16.0,rear wheel,gas,large,AT
3440,3355.0,2017,bmw 6,4394.307692307692,3.77,560.0,74.8,90384.6153846154,4.384615384615385,2.769230769230769,114.13076923076925,54.20000000000001,18.5,192.8,88.0,21.07692307692308,all wheel,gas,subcompact,AT
3441,3127.0,2017,audi a8,,5.61,333.0,76.7,53406.0,5.0,4.0,122.9,57.9,21.7,207.4,121.9,22.0,all wheel,gas,midsize,AT
3442,3071.0,2017,smart fortwo,1984.0,8.09,89.0,65.5,16690.0,2.0,2.0,73.7,61.2,7.7,,,35.0,rear wheel,gas,two seater,MT
3443,3060.0,2017,hyundai azera,,6.73,293.0,73.2,31833.0,5.0,4.0,112.0,57.9,18.5,193.7,106.0,23.0,front wheel,gas,large,AT
3444,2940.0,2017,mercedes benz sl class,4051.0,5.26,362.0,73.9,140087.5,2.0,2.0,101.8,51.5,19.8,182.3,,19.5,rear wheel,gas,two seater,DCT
3445,2877.0,2017,audi a3 e tron,,,,,,,,,,,,89.0,34.0,front wheel,gas,compact,AT
3446,2860.0,2017,mercedes benz slc class,,6.39,241.0,71.5,,,,95.7,51.3,15.9,162.8,,28.5,rear wheel,gas,,
3447,2800.0,2017,porsche cayman,,4.93,275.0,70.9,47952.0,2.0,2.0,97.4,50.9,16.9,172.4,,25.0,rear wheel,gas,two seater,AT
3448,2721.0,2017,jaguar xj,4078.75,4.9,340.0,74.8,93525.0,5.0,4.0,121.85,57.5,21.1,202.0,102.0,18.0,rear wheel,gas,large,AT
3449,2487.0,2017,lexus lc,,,,,,,,,,,,,,,,,
3450,2455.0,2017,honda clarity fcv,,,,,,,,,,,,,,,,,
3451,2320.0,2017,tesla model 3,,5.71,271.0,72.8,,5.0,4.0,113.2,56.8,,184.8,97.0,126.0,rear wheel,electric,,
3452,2294.0,2017,audi tt,3268.5,5.58,220.0,72.1,44650.0,3.0,2.0,98.6,53.2,14.5,164.7,73.9,26.0,all wheel,gas,subcompact,DCT
3453,2287.0,2017,porsche boxster,,3.88,375.0,70.9,66501.0,2.0,2.0,97.4,,14.3,173.4,,24.0,rear wheel,gas,two seater,MT
3454,1838.0,2017,toyota mirai,4078.0,10.02,151.0,71.5,57500.0,4.0,4.0,109.4,60.4,32.3,192.5,,,front wheel,electric,midsize,AT
3455,1700.0,2017,maserati quattroporte,4174.333333333333,3.98,523.0,76.7,116433.33333333331,5.0,4.0,124.8,58.29999999999999,21.1,207.2,,17.666666666666668,rear wheel,gas,large,AT
3456,1664.0,2017,fiat 500l,3220.4,9.31,160.0,69.8,21769.0,5.0,4.0,102.8,65.7,13.2,167.3,98.8,27.4,front wheel,gas,small station wagon,MT
3457,1608.0,2017,mercedes amg gt,,,,,,,,,,,,,,,,,
3458,1355.0,2017,volkswagen cc,,7.06,200.0,73.0,26462.0,5.0,4.0,106.7,55.8,18.5,188.9,94.0,25.0,front wheel,gas,compact,AT
3459,1237.0,2017,acura rlx,4157.5,6.58,310.0,74.4,58350.0,5.0,4.0,112.2,57.7,17.139999999999997,196.1,102.0,23.0,front wheel,gas,midsize,AT
3460,1152.0,2017,hyundai genesis,,5.74,311.0,74.4,33412.0,5.0,4.0,118.5,58.3,20.3,196.5,123.0,19.0,all wheel,gas,large,AT
3461,1018.0,2017,maserati granturismo,4266.428571428572,4.99,444.0,72.7,155472.2857142857,4.0,2.0,115.79999999999998,53.18571428571429,20.214285714285715,194.2,86.0,16.0,rear wheel,gas,subcompact,AT
3462,898.0,2017,bentley continental gt,5280.25,,,,226612.5,4.0,2.0,108.0,54.95,24.0,,89.0,18.0,all wheel,gas,subcompact,AT
3463,843.0,2017,kia stinger,,,,,,,,,,,,,,,,,
3464,772.0,2017,audi r8,,3.83,540.0,76.4,137724.0,2.0,2.0,104.4,,21.1,174.3,,17.0,all wheel,gas,two seater,AT
3465,744.0,2017,mercedes benz b class,,9.93,177.0,71.3,39900.0,5.0,4.0,106.2,62.5,,171.5,,84.0,front wheel,electric,,
3466,705.0,2017,honda cr z,,8.65,130.0,68.5,20322.0,2.0,2.0,95.9,54.9,10.6,161.5,74.2,37.0,front wheel,gas,two seater,MT
3467,693.0,2017,chevrolet caprice ppv,,,,,,,,,,,,,,,,,
3468,585.0,2017,dodge viper,,2.89,645.0,76.4,58646.0,2.0,2.0,98.8,,16.0,175.7,,14.0,rear wheel,gas,two seater,MT
3469,581.0,2017,acura nsx,3175.0,3.12,573.0,87.3,89000.0,2.0,2.0,99.6,,18.5,176.0,,21.0,rear wheel,gas,two seater,AT
3470,578.0,2017,nissan gt r,3831.6666666666665,3.24,565.0,74.6,121090.0,4.0,2.0,109.40000000000002,53.9,19.5,185.4,79.0,18.0,all wheel,gas,subcompact,DCT
3471,502.0,2017,bmw z4,3406.0,5.92,240.0,70.5,57233.333333333336,2.0,2.0,98.3,50.73333333333333,14.5,166.9,,22.0,rear wheel,gas,two seater,DCT
3472,488.0,2017,bmw i8,3455.0,4.72,357.0,76.5,140700.0,4.0,2.0,110.2,50.8,11.1,184.9,81.0,28.0,all wheel,electric,subcompact,AT
3473,455.0,2017,kia k900,4454.0,6.52,311.0,74.8,55266.66666666666,5.0,4.0,119.90000000000002,58.5,19.8,200.6,110.0,20.0,rear wheel,gas,large,AT
3474,407.0,2017,alfa romeo 4c,2476.0,4.57,237.0,73.5,60900.0,2.0,2.0,93.7,,10.5,157.0,,28.0,rear wheel,gas,two seater,AT
3475,257.0,2017,bentley flying spur,5401.0,,,,211650.0,5.0,4.0,120.7,58.6,23.8,,102.0,17.0,all wheel,gas,midsize,AT
3476,153.0,2017,lincoln mks,,,,,,,,,,,,,,,,,
3489,3515.0,2018,fiat 124 spider,2456.25,6.44,160.0,68.5,27120.0,2.0,2.0,90.9,,11.9,159.6,,29.0,rear wheel,gas,two seater,MT
3490,9208.0,2018,bmw 2,3659.0,6.41,248.0,69.8,43800.0,4.0,2.0,105.9,55.60000000000001,13.7,174.7,99.0,25.625,rear wheel,gas,subcompact,AT
3491,1043.0,2018,chrysler 200,,5.84,295.0,73.6,25745.0,5.0,4.0,108.0,,15.8,192.3,101.4,22.0,all wheel,gas,midsize,AT
3492,64638.0,2018,mazda 3,,8.14,155.0,70.7,20395.0,,,106.3,57.3,13.2,180.3,108.7,33.0,front wheel,gas,compact,MT
3493,44578.0,2018,bmw 3,3606.315789473684,8.08,180.0,71.3,43486.84210526316,5.0,4.0,110.86315789473684,56.71052631578946,15.410526315789475,182.8,87.8076923076923,27.84210526315789,all wheel,gas,compact,DCT
3494,46593.0,2018,chrysler 300,4166.666666666667,6.3,300.0,75.0,34961.666666666664,5.0,4.0,120.20000000000002,58.87777777777777,18.5,198.6,106.0,23.0,rear wheel,gas,large,AT
3495,3468.0,2018,nissan 370z,3378.4117647058824,4.9,332.0,72.6,40654.117647058825,2.0,2.0,100.40000000000002,51.91764705882351,19.0,167.2,,22.0,rear wheel,gas,two seater,MT
3496,31379.0,2018,bmw 4,3838.3333333333335,,248.0,71.9,50458.333333333336,4.333333333333333,2.6666666666666665,110.59999999999998,54.53333333333333,15.800000000000002,182.7,,25.666666666666668,rear wheel,gas,compact,AT
3497,238.0,2018,alfa romeo 4c,2465.0,4.87,237.0,73.5,55900.0,2.0,2.0,93.7,,10.5,157.0,,28.0,rear wheel,gas,two seater,AT
3498,139694.0,2018,toyota 4runner,4631.0,6.49,270.0,75.8,39543.333333333336,5.0,4.0,109.79999999999998,71.55555555555556,23.0,190.7,97.3,18.0,four wheel,gas,suv,DCT
3499,43937.0,2018,bmw 5,4090.25,7.15,240.0,73.2,58725.0,5.0,4.0,117.1,58.19999999999999,16.45,193.4,98.79999999999998,25.875,all wheel,gas,midsize,DCT
3500,5370.0,2018,fiat 500,2428.375,7.21,160.0,64.1,19805.0,4.0,2.0,90.6,59.5875,10.5,144.4,76.0,27.0,front wheel,gas,minicompact,MT
3501,1413.0,2018,fiat 500l,3254.0,9.31,160.0,70.9,22738.33333333333,5.0,4.0,102.8,65.7,13.199999999999998,168.1,98.8,25.0,front wheel,gas,small station wagon,AT
