,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,Year,height_in,length_in,width_in,drivetrain,transmission,class,horsepower_hp,hybrid,fuel_type
5870,18305.0,audi a3,3355.8,6.98,34900.0,4.6,3.2,103.16,13.72,86.0,29.0,2018,55.68,175.8,70.7,front wheel,DCT,subcompact,292.0,True,Hybrid
5874,34311.0,audi a4,3552.6666666666665,5.16,40080.0,5.0,4.0,111.0,15.300000000000004,91.0,28.33333333333333,2018,56.20000000000002,186.8,72.5,all wheel,DCT,compact,354.0,,gas
5875,25972.0,audi a5,3696.0,5.82,45066.66666666666,4.0,2.0,108.83333333333331,15.3,81.0,27.0,2018,54.133333333333326,184.0,72.7,all wheel,DCT,subcompact,252.0,True,Hybrid
5876,10561.0,audi a6,3973.5,4.84,53530.0,5.0,4.0,114.6,19.800000000000004,98.0,28.0,2018,57.8,194.4,73.8,all wheel,DCT,midsize,450.0,,gas
5877,3852.0,audi a7,4244.0,5.71,69700.0,5.0,4.0,114.7,19.8,94.0,23.0,2018,55.9,196.2,75.2,all wheel,DCT,midsize,340.0,True,Hybrid
5878,1599.0,audi a8,,5.61,53406.0,5.0,4.0,122.9,21.7,121.9,22.0,2018,57.9,207.4,76.7,all wheel,AT,midsize,333.0,True,Hybrid
5881,88622.0,gmc acadia,3956.0,5.81,38357.142857142855,6.428571428571429,4.0,112.5,20.285714285714285,143.79999999999998,21.857142857142858,2018,66.0,193.6,75.4,front wheel,AT,suv,310.0,True,Hybrid
5884,29090.0,hyundai accent,2590.5,7.94,16795.0,5.0,4.0,101.6,11.9,181.0,32.0,2018,57.1,172.6,68.1,front wheel,DCT,compact,130.0,,gas
5885,291071.0,honda accord,,7.62,15804.0,5.0,4.0,111.4,12.8,106.0,30.0,2018,57.1,192.2,73.3,front wheel,MT,large,212.0,,gas
5886,209146.0,nissan altima,3283.8,8.3,27246.0,5.0,4.0,109.3,18.0,102.0,31.0,2018,57.86,191.9,72.0,front wheel,MT,midsize,179.0,,gas
5887,1525.0,mercedes benz amg gt,3672.6666666666665,3.61,138033.33333333334,2.0,2.0,103.5,19.8,,17.5,2018,50.31666666666667,179.0,76.3,rear wheel,AT,two seater,469.0,,gas
5888,32650.0,nissan armada,5355.0,7.63,53493.333333333336,8.0,4.0,121.1,26.0,188.40000000000003,15.5,2018,75.8,155.0,222.0,rear wheel,MT,suv,390.0,True,Hybrid
5891,36211.0,subaru ascent,,,,,,,,,,2018,,,,,,,,,
5892,59677.0,volkswagen atlas,,6.98,37128.0,7.0,4.0,117.29999999999995,18.6,,20.0,2018,70.0,198.3,78.3,front wheel,DCT,small suv,276.0,,gas
5893,10860.0,cadillac ats,3473.25,5.52,41855.625,5.0,4.0,109.29999999999995,16.0,182.0,25.0,2018,55.899999999999984,182.8,71.1,rear wheel,AT,compact,272.0,,gas
5894,33580.0,toyota avalon,3575.625,6.68,37987.5,5.0,4.0,111.0,17.0,104.0,24.0,2018,57.5,195.3,72.2,front wheel,AT,midsize,200.0,True,Hybrid
5896,629.0,hyundai azera,,6.73,31833.0,5.0,4.0,112.0,18.5,107.0,22.0,2018,57.9,193.7,73.2,front wheel,AT,large,293.0,True,Hybrid
5898,135.0,mercedes benz b class,,9.93,39900.0,5.0,4.0,106.2,,,84.0,2018,62.5,171.5,71.3,front wheel,,,177.0,,electric
5899,14411.0,volkswagen beetle,3037.25,8.26,23537.5,4.0,2.0,100.1,14.5,85.0,29.0,2018,58.725,168.8,71.9,front wheel,DCT,compact,174.0,True,Hybrid
5900,18020.0,chevrolet bolt,,,,,,,,,,2018,,,,,,,,,
5901,3834.0,subaru brz,2806.25,6.57,29270.0,4.0,2.0,101.2,13.2,77.0,24.0,2018,50.6,166.7,69.9,rear wheel,MT,minicompact,200.0,,gas
5902,54829.0,mercedes benz c class,3986.9166666666665,6.56,58193.75,4.375,2.75,111.77499999999998,17.137500000000003,88.2,22.875,2018,55.72499999999999,184.5,72.1,rear wheel,DCT,compact,241.0,True,Hybrid
5904,49642.0,toyota c hr,3300.0,,23425.0,5.0,4.0,103.9,13.2,84.0,29.0,2018,61.6,171.2,70.7,front wheel,AT,small suv,144.0,,gas
5905,6683.0,ford c max,,,,5.0,4.0,104.3,13.5,99.7,40.0,2018,63.9,173.6,72.0,front wheel,,,188.0,,gas
5906,4507.0,kia cadenza,3724.3333333333335,6.65,38756.66666666666,5.0,4.0,112.40000000000002,18.5,108.0,23.0,2018,57.9,195.7,73.6,front wheel,AT,large,290.0,,gas
5907,50963.0,chevrolet camaro,3700.5,4.01,40776.25,4.0,2.0,110.70000000000002,19.0,77.0,23.0,2018,52.9375,188.3,74.7,rear wheel,MT,compact,455.0,,gas
5908,343439.0,toyota camry,3433.6,6.65,29054.5,5.0,4.0,111.20000000000002,14.95,100.0,34.0,2018,56.89999999999999,192.1,72.4,front wheel,AT,midsize,208.0,True,Hybrid
5911,33493.0,gmc canyon,,,34540.0,4.64,3.44,132.69200000000004,21.0,,20.0,2018,70.52399999999997,207.1,181.0,four wheel,AT,Manual transmission,308.0,True,Hybrid
5913,4628.0,buick cascada,3979.0,9.15,35401.666666666664,4.0,2.0,106.09999999999998,14.300000000000002,82.0,24.0,2018,56.79999999999999,184.9,72.4,front wheel,DCT,compact,200.0,,gas
5914,11106.0,porsche cayenne,4629.6,4.68,93212.5,5.0,4.0,114.0,25.075,,20.0,2018,67.25,191.1,78.7,all wheel,DCT,suv,300.0,True,Hybrid
5916,455.0,volkswagen cc,,7.06,26462.0,5.0,4.0,106.7,18.5,109.3,26.5,2018,55.8,188.9,73.0,front wheel,AT,compact,200.0,True,Hybrid
5919,66716.0,dodge challenger,4199.1875,5.11,41932.5,4.75,2.0,116.20000000000005,18.5,94.0,23.0,2018,57.16875,197.9,75.7,rear wheel,MT,midsize,375.0,True,Hybrid
5922,80226.0,dodge charger,4266.777777777777,5.62,40100.55555555556,5.0,4.0,120.24444444444444,18.5,105.0,23.0,2018,58.2,198.4,75.0,rear wheel,AT,large,370.0,True,Hybrid
5925,239437.0,jeep cherokee,3832.818181818182,8.58,28926.36363636364,5.0,4.0,106.36363636363636,15.8,104.85454545454546,23.818181818181817,2018,66.21818181818183,182.0,,four wheel,AT,small suv,184.0,,gas
5926,325760.0,honda civic,2846.75,7.69,22633.33333333333,5.0,4.0,106.29999999999995,12.400000000000004,95.7,34.916666666666664,2018,55.70000000000001,182.3,70.8,front wheel,MT,compact,158.0,,gas
5927,26269.0,mercedes benz cla class,3373.0,6.74,39266.66666666666,5.0,4.0,106.3,14.800000000000002,101.0,27.33333333333333,2018,56.3,182.3,70.0,all wheel,DCT,subcompact,208.0,,gas
5928,20174.0,honda clarity fcv,,,,,,,,,,2018,,,,,,,,,
5929,134842.0,chevrolet colorado,,,31385.714285714286,4.523809523809524,3.238095238095238,131.80476190476193,21.0,,20.23809523809524,2018,70.67142857142856,207.1,181.0,four wheel,AT,Manual transmission,200.0,True,Hybrid
5932,171167.0,jeep compass,3311.625,7.67,25217.222222222223,5.0,4.0,103.79999999999998,13.5,99.6,25.11111111111111,2018,64.75555555555555,173.0,224.0,four wheel,MT,small suv,180.0,True,Hybrid
5935,8758.0,lincoln continental,4372.25,,54368.75,5.0,4.0,117.9,19.0,106.4,20.0,2018,58.5,,,front wheel,AT,large,,,gas
5936,26119.0,mini cooper,2736.6666666666665,6.31,25133.33333333333,4.0,2.0,98.2,11.266666666666666,77.0,28.33333333333333,2018,55.70000000000001,152.5,68.0,front wheel,MT,minicompact,228.0,,gas
5937,303732.0,toyota corolla,2863.75,8.94,20453.75,5.0,4.0,106.29999999999998,13.2,98.0,32.0,2018,57.3,183.1,69.9,front wheel,MT,compact,132.0,True,Hybrid
5939,18789.0,chevrolet corvette,3417.625,3.82,67245.0,2.0,2.0,106.7,18.5,,16.0,2018,,177.9,77.4,rear wheel,MT,two seater,460.0,,gas
5940,17565.0,mini countryman,,10.0,26600.0,,,105.1,16.1,114.5,29.0,2018,61.3,169.8,71.7,front wheel,6 Speed Manual,Manual transmission,134.0,True,Hybrid
5942,379021.0,honda cr v,3420.6,7.79,29530.0,5.0,4.0,104.70000000000002,14.0,103.23999999999998,29.1,2018,66.30000000000001,180.6,73.0,front wheel,AT,small suv,190.0,True,Hybrid
5944,144384.0,subaru crosstrek,3165.6,8.37,23415.0,5.0,4.0,104.9,16.6,100.9,27.4,2018,63.6,,,all wheel,CVT,small suv,152.0,,gas
5945,142618.0,chevrolet cruze,3170.0,9.03,20880.0,5.0,4.0,106.3,13.7,94.0,33.0,2018,57.5,183.7,70.5,front wheel,MT,midsize,153.0,True,Hybrid
5947,9669.0,cadillac ct6,4024.857142857143,6.42,65037.857142857145,5.0,4.0,122.4,18.942857142857143,110.0,25.0,2018,58.0,204.1,74.0,all wheel,AT,large,265.0,,gas
5948,11220.0,cadillac cts,3864.75,6.38,56907.5,5.0,4.0,114.6,19.0,97.0,25.0,2018,57.2,195.5,72.2,rear wheel,AT,midsize,268.0,,gas
5949,16899.0,mazda cx 3,2880.5,7.64,23115.0,5.0,4.0,101.2,12.3,87.16666666666667,30.0,2018,60.79999999999999,,,front wheel,MT,small suv,146.0,,gas
5950,150622.0,mazda cx 5,3591.0,7.45,27320.0,5.0,4.0,106.3,15.05,103.6,27.0,2018,65.3,,,front wheel,MT,small suv,187.0,,gas
5951,28257.0,mazda cx 9,4277.428571428572,7.35,37833.57142857143,7.0,4.0,115.29999999999998,19.285714285714285,135.1,23.428571428571427,2018,69.0,221.0,143.0,all wheel,MT,small suv,227.0,True,Hybrid
5954,389.0,dodge dart,,7.64,17329.0,5.0,4.0,106.4,15.8,97.0,27.0,2018,,183.9,72.0,front wheel,AT,midsize,184.0,,gas
5955,9842.0,land rover discovery lr4,,,,,,,,,,2018,,,,,,,,,
5956,12035.0,land rover discovery sport,,,45855.0,5.0,4.0,107.9,18.5,,22.0,2018,67.9,180.7,74.6,four wheel,AT,small suv,286.0,,gas
5957,65947.0,dodge durango,4995.0,7.18,42549.545454545456,6.363636363636363,4.0,119.79999999999995,24.6,133.9,19.727272727272727,2018,71.17272727272726,201.2,75.8,all wheel,AT,suv,293.0,True,Hybrid
5959,46424.0,mercedes benz e cls class,,,,,,,,,,2018,,,,,,,,,
5960,5985.0,jaguar e pace,4095.0,7.01,46907.142857142855,5.0,4.0,105.6,18.1,,24.0,2018,64.89999999999999,,74.7,all wheel,AT,small suv,246.0,,gas
5961,47936.0,ford e,,,,,,,,,,2018,,,,,,,,,
5962,9485.0,mitsubishi eclipse cross,3454.4,,25275.0,5.0,4.0,105.1,15.96,94.6,25.6,2018,66.46000000000001,173.4,71.1,four wheel,CVT,small suv,152.0,,gas
5963,54348.0,ford ecosport,3222.428571428572,9.55,24167.85714285714,5.0,4.0,99.20000000000002,13.599999999999998,91.1,26.285714285714285,2018,64.97142857142858,161.3,69.5,four wheel,AT,small suv,123.0,,gas
5964,134122.0,ford edge,4066.714285714286,6.24,34505.0,5.0,4.0,112.20000000000002,18.0,113.9,23.0,2018,68.60000000000001,188.1,75.9,all wheel,AT,small suv,245.0,True,Hybrid
5967,200415.0,hyundai elantra,2886.75,8.89,20437.5,5.0,4.0,105.79999999999995,14.0,96.0,32.0,2018,56.8,179.9,70.9,front wheel,DCT,midsize,147.0,,gas
5968,49648.0,buick enclave,4493.142857142857,6.59,48342.142857142855,7.0,4.0,120.9,20.285714285714285,151.1,20.571428571428573,2018,69.60000000000001,204.3,78.8,front wheel,AT,suv,310.0,True,Hybrid
5971,93071.0,buick encore,3292.0,10.36,27608.18181818182,5.0,4.0,100.6,14.0,,30.0,2018,65.26,168.41,69.85,front wheel,DCT,suv,138.0,,gas
5972,30153.0,buick envision,3898.428571428572,8.12,38879.28571428572,5.0,4.0,108.29999999999998,17.3,100.6,23.857142857142858,2018,66.8,183.7,72.4,all wheel,DCT,suv,197.0,,gas
5973,332621.0,chevrolet equinox,3382.5714285714284,,28154.28571428572,5.0,4.0,107.29999999999998,15.2,90.0,27.142857142857142,2018,65.39999999999999,162.0,49.0,front wheel,DCT,suv,182.0,True,Hybrid
5976,48482.0,lexus es,3626.5,8.6,40385.0,5.0,4.0,111.0,17.2,100.1,32.0,2018,57.1,193.3,71.7,front wheel,DCT,midsize,200.0,True,Hybrid
5979,36032.0,cadillac escalade,,6.29,84870.0,7.0,4.0,116.0,26.0,,17.0,2018,74.39999999999999,202.5,80.5,rear wheel,DCT,Automatic transmission,420.0,True,Hybrid
5982,272228.0,ford escape,3626.857142857143,7.28,28552.85714285714,5.0,4.0,105.9,15.7,98.1,24.428571428571427,2018,66.3,178.1,72.4,front wheel,AT,small suv,179.0,True,Hybrid
5985,54661.0,ford expedition,,7.81,64045.0,8.0,4.0,122.5,23.3,,19.5,2018,76.5,210.0,79.9,rear wheel,AT,Automatic transmission,375.0,True,Hybrid
5988,261571.0,ford explorer,4627.25,6.03,40393.75,7.0,4.0,112.79999999999998,18.6,151.70000000000002,19.375,2018,70.0,198.3,78.9,four wheel,AT,suv,290.0,True,Hybrid
5991,66963.0,chevrolet express,,8.93,,,,135.0,31.0,,13.5,2018,84.6,224.0,79.2,rear wheel,4 Speed Automatic,Automatic transmission,285.0,True,Hybrid
5994,12997.0,jaguar f pace,3957.8125,8.66,52840.0,5.0,4.0,113.09999999999997,16.468749999999996,,20.0,2018,65.0,186.3,76.2,all wheel,DCT,small suv,180.0,,gas
5995,909330.0,ford f,,6.98,43089.545454545456,5.181818181818182,3.636363636363636,147.45454545454547,24.863636363636363,,20.045454545454547,2018,76.43636363636364,,50.6,four wheel,DCT,,395.0,,gas
5996,2268.0,jaguar f type,3602.125,5.61,85966.66666666667,2.0,2.0,103.2,18.5,72.0,21.90909090909091,2018,51.55000000000001,176.5,75.7,rear wheel,AT,two seater,296.0,,gas
5997,51730.0,ford fiesta,2580.714285714286,9.03,17122.14285714286,5.0,4.0,98.0,12.400000000000002,85.10000000000001,30.142857142857142,2018,57.92857142857143,173.6,67.8,front wheel,MT,subcompact,120.0,,gas
5998,35030.0,honda fit,2595.6,8.34,18543.0,5.0,4.0,99.6,10.599999999999998,96.0,36.0,2018,60.0,161.4,67.0,front wheel,MT,small station wagon,128.0,True,Hybrid
6001,20308.0,ford flex,4569.833333333333,6.04,36743.333333333336,7.0,4.0,117.9,18.6,155.79999999999998,18.33333333333333,2018,68.0,201.8,75.9,front wheel,AT,suv,290.0,True,Hybrid
6004,114045.0,ford focus,3133.6,9.59,24582.5,5.0,4.0,104.29,12.56666666666667,90.70000000000002,28.0,2018,57.85,172.9,71.8,front wheel,AT,compact,143.0,,gas
6005,171613.0,subaru forester,3466.2,6.7,28243.5,5.0,4.0,103.9,15.900000000000002,106.29999999999998,26.6,2018,67.84,207.0,244.0,all wheel,MT,small suv,250.0,True,Hybrid
6008,101890.0,kia forte,2875.4,6.74,18950.0,5.0,4.0,106.3,13.2,96.0,32.0,2018,56.3,179.5,70.1,front wheel,AT,midsize,147.0,True,Hybrid
6011,1276.0,smart fortwo,1984.0,11.38,16690.0,2.0,2.0,73.7,7.7,,35.0,2018,61.2,,74.5,rear wheel,MT,two seater,80.0,,gas
6012,79646.0,nissan frontier,,7.09,28587.727272727272,4.636363636363637,4.0,127.80909090909095,21.10000000000001,,18.045454545454547,2018,69.77272727272725,205.5,57.0,rear wheel,AT,Manual transmission,261.0,True,Hybrid
6014,173600.0,ford fusion,3579.75,9.05,30724.375,5.0,4.0,112.20000000000002,17.0,102.79999999999998,23.625,2018,58.10000000000001,191.7,72.9,front wheel,AT,midsize,175.0,True,Hybrid
6017,3593.0,mercedes benz g class,5671.5,6.43,179100.0,5.0,4.0,112.2,25.4,124.0,12.25,2018,79.375,187.6,71.8,all wheel,DCT,suv,382.0,True,Hybrid
6019,358.0,genesis g70,,,,,,,,,,2018,,,,,,,,,
6020,7446.0,genesis g80,4502.5,5.82,52583.333333333336,5.0,4.0,118.5,20.3,107.7,19.83333333333333,2018,58.3,196.5,74.4,rear wheel,DCT,large,365.0,,gas
6021,2136.0,genesis g90,4767.5,5.93,71350.0,5.0,4.0,124.4,21.9,113.2,19.25,2018,58.9,204.9,75.4,rear wheel,DCT,large,365.0,,gas
6022,11519.0,alfa romeo giulia,3576.5,5.88,40395.0,5.0,4.0,111.0,15.3,100.0,27.0,2018,56.86,182.5,73.7,rear wheel,AT,midsize,280.0,,gas
6023,21973.0,mercedes benz gl gls class,,,,,,,,,,2018,,,,,,,,,
6024,24136.0,mercedes benz gla class,3393.6666666666665,6.78,39800.0,5.0,4.0,106.3,14.800000000000002,133.0,26.0,2018,59.333333333333336,173.9,71.0,all wheel,DCT,small station wagon,208.0,,gas
6025,69729.0,mercedes benz glc glk class,,,,,,,,,,2018,,,,,,,,,
6026,46010.0,mercedes benz gle class,5041.6,6.98,79495.0,5.0,4.0,114.79999999999998,24.1625,,17.875,2018,69.45,189.1,78.9,all wheel,AT,suv,302.0,,gas
6027,42271.0,volkswagen golf,3117.692307692308,6.25,27836.153846153848,5.0,4.0,103.56923076923076,13.4,93.0,28.0,2018,58.06153846153845,168.0,70.8,front wheel,MT,compact,220.0,,gas
6028,151927.0,dodge grand caravan,4375.0,7.51,28083.33333333333,7.0,4.0,121.2,20.0,,20.0,2018,67.9,202.8,78.7,front wheel,AT,minivan,283.0,True,Hybrid
6031,224908.0,jeep grand cherokee,4764.6,6.98,43655.25,5.0,4.0,114.8,24.60000000000001,105.40000000000003,20.23529411764705,2018,69.14499999999997,189.8,76.5,four wheel,AT,suv,293.0,True,Hybrid
6034,6604.0,lexus gs,3883.5,5.78,54706.25,5.0,4.0,112.20000000000002,17.400000000000002,99.0,25.125,2018,57.45,192.1,72.4,rear wheel,AT,midsize,311.0,True,Hybrid
6036,126.0,ford gt,3350.0,,149995.0,2.0,2.0,106.7,17.5,,14.0,2018,,182.8,76.9,rear wheel,AT,two seater,550.0,,gas
6037,538.0,nissan gt r,3922.0,3.08,128615.0,4.0,2.0,109.4,19.5,79.0,18.0,2018,53.9,184.6,74.6,all wheel,DCT,subcompact,600.0,,gas
6038,26724.0,lexus gx,5305.0,6.5,55946.66666666666,7.0,4.0,109.8,23.0,103.9,16.0,2018,74.06666666666666,192.1,74.2,four wheel,AT,suv,301.0,,gas
6039,244511.0,toyota highlander,4523.470588235294,9.57,40275.882352941175,7.411764705882353,4.0,109.79999999999995,18.72941176470588,,22.0,2018,68.10000000000001,192.5,75.8,all wheel,DCT,small suv,306.0,True,Hybrid
6042,85494.0,honda hr v,2981.5,,22731.25,5.0,4.0,102.79999999999998,13.2,97.6,29.5,2018,63.2,169.1,69.8,front wheel,MT,small suv,141.0,,gas
6043,393.0,jaguar i pace,,,,,,,,,,2018,,,,,,,,,
6044,6120.0,bmw i3,3119.5,8.18,47975.0,4.0,4.0,101.2,2.3,,109.0,2018,62.75,158.3,69.9,rear wheel,AT,subcompact,170.0,,electric
6045,772.0,bmw i8,3455.0,4.72,140700.0,4.0,2.0,110.2,11.1,81.0,28.0,2018,50.8,184.9,76.5,all wheel,AT,subcompact,357.0,,electric
6046,11273.0,acura ilx,3112.8571428571427,6.63,30971.42857142857,5.0,4.0,105.1,13.2,89.0,29.0,2018,55.60000000000001,181.9,70.6,front wheel,DCT,compact,201.0,,gas
6047,56557.0,chevrolet impala,3730.0,6.21,31645.0,5.0,4.0,111.7,18.5,105.0,25.0,2018,58.9,201.3,73.0,front wheel,AT,large,197.0,True,Hybrid
6050,76400.0,subaru impreza,3054.0,8.37,21031.36363636364,5.0,4.0,104.1,14.5,97.28181818181817,30.181818181818183,2018,57.7,182.1,70.0,all wheel,DCT,small station wagon,152.0,,gas
6051,28730.0,subaru impreza wrx,,5.23,12639.0,,,104.3,15.9,108.6,24.0,2018,58.1,180.9,70.7,all wheel,,,268.0,,gas
6052,12513.0,honda insight,2758.0,11.89,21207.5,5.0,4.0,100.4,10.6,85.0,42.0,2018,56.2,172.3,66.7,front wheel,MT,compact,98.0,,electric
6053,15076.0,hyundai ioniq,,8.54,,5.0,4.0,106.3,11.9,96.0,55.0,2018,56.9,176.0,71.7,front wheel,AT,large,139.0,,gas
6054,22927.0,lexus is,3662.5,5.55,41173.75,5.0,4.0,110.20000000000002,17.400000000000002,90.20000000000002,23.25,2018,56.3,184.3,71.3,rear wheel,AT,compact,311.0,True,Hybrid
6057,90794.0,volkswagen jetta,3018.555555555556,9.21,22500.555555555555,5.0,4.0,104.4,14.5,94.0,32.0,2018,57.12222222222223,183.4,70.0,front wheel,DCT,compact,150.0,True,Hybrid
6060,94096.0,dodge journey,4131.7,10.07,29132.5,7.0,4.0,113.79999999999998,20.8,,21.0,2018,66.60000000000001,192.4,42.0,front wheel,AT,small suv,283.0,True,Hybrid
6063,731.0,nissan juke,,,22056.0,5.0,4.0,99.6,11.8,87.0,28.0,2018,33.0,28.0,69.7,all wheel,AT,small station wagon,188.0,True,Hybrid
6065,354.0,kia k900,4484.0,6.52,57566.66666666666,5.0,4.0,119.90000000000002,19.8,110.0,18.0,2018,58.5,200.6,74.8,rear wheel,AT,large,311.0,,gas
6066,23312.0,nissan kicks,2655.0,,19623.33333333333,5.0,4.0,103.09999999999998,10.800000000000002,94.0,33.0,2018,62.4,169.1,69.3,front wheel,AT,small suv,125.0,,gas
6067,47090.0,hyundai kona,3092.785714285714,6.77,24385.714285714286,5.0,4.0,102.4,13.199999999999998,94.1,28.5,2018,61.0,164.0,70.9,front wheel,DCT,small suv,175.0,,gas
6068,15527.0,buick lacrosse,3665.0,5.68,39344.375,5.0,4.0,114.4,15.85,102.0,24.0,2018,57.5,197.5,73.5,front wheel,AT,midsize,310.0,True,Hybrid
6071,3235.0,toyota land cruiser,5730.0,6.57,84565.0,8.0,4.0,112.2,24.6,,15.0,2018,74.0,194.9,78.0,four wheel,AT,suv,381.0,True,Hybrid
6073,1979.0,lexus lc,4357.5,4.38,94255.0,4.0,2.0,113.0,21.95,85.9,24.5,2018,53.0,187.4,75.6,rear wheel,MT,subcompact,471.0,,gas
6074,14715.0,nissan leaf,3469.6666666666665,10.32,32893.333333333336,5.0,4.0,106.3,,92.0,112.0,2018,61.53333333333333,176.4,70.5,front wheel,AT,midsize,147.0,,electric
6075,40109.0,subaru legacy,3574.4,8.25,26775.0,5.0,4.0,108.3,18.5,102.38,27.8,2018,59.0,188.8,72.4,all wheel,DCT,midsize,175.0,True,Hybrid
6078,9301.0,lexus ls,4850.166666666667,5.47,80113.33333333333,5.0,4.0,123.0,21.866666666666664,99.4,23.666666666666668,2018,57.7,206.1,74.8,rear wheel,AT,large,416.0,True,Hybrid
6081,4753.0,lexus lx,5995.0,6.77,88130.0,6.5,4.0,112.2,24.6,158.9,15.0,2018,73.4,199.4,78.0,four wheel,AT,suv,383.0,True,Hybrid
6083,22954.0,porsche macan,4097.0,6.72,66350.0,5.0,4.0,110.5,19.8,,22.0,2018,63.5,184.3,76.1,all wheel,AT,small suv,252.0,,gas
6084,144542.0,chevrolet malibu,3205.4,8.25,25832.0,5.0,4.0,111.4,15.24,100.0,30.0,2018,57.6,193.8,73.0,front wheel,AT,midsize,124.0,True,Hybrid
6087,42337.0,nissan maxima,3541.8,6.36,37290.0,5.0,4.0,109.3,18.0,98.0,25.0,2018,56.5,192.8,73.2,front wheel,MT,midsize,300.0,,gas
6088,51512.0,acura mdx,4205.583333333333,6.49,52470.833333333336,6.75,4.0,111.0,19.48333333333333,132.48333333333335,22.75,2018,67.39999999999999,196.2,77.7,all wheel,DCT,small suv,290.0,True,Hybrid
6091,7800.0,mercedes benz metris,,,28798.33333333333,2.0,3.0,129.0,18.5,,22.0,2018,75.2,,,rear wheel,DCT,,208.0,,gas
6092,24316.0,mitsubishi mirage,2078.5,10.72,15170.0,5.0,4.0,96.5,9.2,172.0,36.0,2018,59.4,149.4,65.6,front wheel,MT,subcompact,78.0,,gas
6093,1689.0,toyota mirai,4075.0,10.02,58365.0,4.0,4.0,109.4,32.3,,66.0,2018,60.5,192.5,71.5,front wheel,AT,midsize,151.0,,electric
6094,26241.0,lincoln mkc,3910.0,,40060.625,5.0,4.0,105.9,15.7,97.9,22.0,2018,65.2,,,front wheel,AT,small suv,,,gas
6095,2324.0,lincoln mkt,4793.5,,46277.5,7.0,4.0,117.9,18.6,142.3,18.0,2018,67.4,153.0,138.0,front wheel,AT,suv,355.0,True,Hybrid
6098,28573.0,lincoln mkx nautilus,,,,,,,,,,2018,,,,,,,,,
6099,19852.0,lincoln mkz,3836.6666666666665,,40910.0,5.0,4.0,112.20000000000005,16.0,96.46666666666664,29.0,2018,58.13333333333335,212.0,41.0,front wheel,AT,midsize,263.0,True,Hybrid
6100,140317.0,tesla model 3,3955.0,5.71,53000.0,5.0,4.0,113.2,,97.0,130.0,2018,56.7,184.8,72.8,rear wheel,AT,large,271.0,,electric
6101,29950.0,tesla model s,4774.666666666667,,103000.0,5.0,4.0,116.5,,94.0,102.0,2018,56.5,196.0,77.3,all wheel,AT,large,,,electric
6102,27250.0,tesla model x,,,107666.66666666669,5.0,4.0,116.7,,,87.0,2018,66.0,198.3,78.7,all wheel,AT,,,,electric
6103,83547.0,nissan murano,3885.5,6.68,37407.5,5.0,4.0,111.20000000000002,19.0,106.775,24.0,2018,66.60000000000001,,,front wheel,,midsize station wagon,260.0,,gas
6104,75842.0,ford mustang,3667.222222222222,3.66,39411.11111111111,4.0,2.0,107.1,15.77777777777778,83.0,25.0,2018,54.52222222222221,188.9,75.9,rear wheel,MT,subcompact,526.0,,gas
6105,8971.0,mazda mx 5 miata,2356.5,6.49,28719.166666666668,2.0,2.0,90.9,11.9,,29.0,2018,220.0,154.1,68.3,rear wheel,MT,two seater,155.0,True,Hybrid
6108,17839.0,lincoln navigator,5922.5,,79906.66666666667,7.0,4.0,122.5,23.6,159.4,18.33333333333333,2018,76.33333333333333,208.4,191.0,four wheel,AT,suv,310.0,True,Hybrid
6111,28232.0,kia niro,3197.75,9.37,26285.0,5.0,4.0,106.3,11.9,101.0,49.0,2018,60.4,171.5,71.1,front wheel,DCT,small suv,139.0,,electric
6112,170.0,acura nsx,3803.0,3.12,156000.0,2.0,2.0,103.5,15.6,,21.0,2018,,176.0,87.3,all wheel,DCT,two seater,573.0,,electric
6113,16902.0,nissan nv,,,33728.57142857143,3.4285714285714284,3.0,146.09999999999997,28.0,,,2018,92.04761904761908,,54.3,rear wheel,AT,,261.0,,gas
6114,18628.0,nissan nv200,3627.0,,22400.0,2.0,4.0,115.2,14.5,102.4,25.0,2018,73.7,,,front wheel,,minivan,131.0,,gas
6115,62079.0,lexus nx,4032.0,7.28,37971.0,5.0,4.0,104.7,15.68,71.6,25.8,2018,64.8,182.3,73.6,all wheel,DCT,small suv,235.0,,gas
6116,106327.0,honda odyssey,4488.166666666667,7.92,38708.333333333336,7.833333333333333,4.0,118.1,19.5,,22.0,2018,69.38333333333333,203.2,78.5,front wheel,AT,minivan,280.0,True,Hybrid
6119,101603.0,kia optima,3332.2,8.53,25380.0,5.0,4.0,110.4,18.5,105.0,25.0,2018,57.7,191.1,73.2,front wheel,AT,midsize,178.0,True,Hybrid
6122,178854.0,subaru outback,3749.6666666666665,8.5,32860.0,5.0,4.0,108.1,18.5,105.7,26.0,2018,66.10000000000001,172.0,29.0,all wheel,DCT,small suv,175.0,True,Hybrid
6125,37952.0,mitsubishi outlander,3453.6666666666665,8.57,26900.555555555555,7.0,4.0,105.1,16.599999999999998,128.20000000000002,26.0,2018,66.10000000000001,184.8,71.3,four wheel,DCT,small suv,166.0,True,Hybrid
6128,3866.0,mitsubishi outlander phev,4178.0,,37445.0,5.0,4.0,105.1,11.3,,25.0,2018,67.3,184.8,70.8,four wheel,AT,small suv,,,electric
