,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,Year,height_in,length_in,width_in,drivetrain,transmission,class,horsepower_hp,hybrid,fuel_type
2594,45656.0,cadillac cts,3869.8,5.84,41455.0,5.0,4.0,113.4,18.0,100.0,19.0,2010,59.10000000000001,191.6,72.5,rear wheel,AT,midsize,270.0,,gas
2595,45644.0,mini cooper,2649.333333333333,9.12,23300.0,4.0,2.0,97.09999999999998,13.199999999999998,76.0,28.0,2010,55.4,145.6,66.3,front wheel,MT,minicompact,118.0,,gas
2596,45152.0,chevrolet suburban,,7.35,46540.0,8.2,4.0,130.0,34.2,,15.0,2010,76.79999999999998,16.0,217.0,rear wheel,DCT,Automatic transmission,341.3333333333333,True,Hybrid
2597,45082.0,dodge caliber,,8.31,5798.0,5.0,4.0,103.7,13.6,95.0,26.0,2010,254.0,173.8,68.8,front wheel,MT,small station wagon,158.0,True,Hybrid
2600,44395.0,subaru impreza,3097.5,6.1,20550.555555555555,5.0,4.0,103.09999999999997,16.9,90.51666666666664,21.666666666666668,2010,58.12222222222224,180.3,68.5,all wheel,DCT,small station wagon,224.0,,gas
2601,40427.0,nissan frontier,,7.09,24533.703703703704,4.518518518518518,3.037037037037037,129.01111111111118,21.10000000000001,,17.25925925925926,2010,70.32222222222222,205.5,57.0,rear wheel,AT,Automatic transmission,261.0,True,Hybrid
2603,40076.0,toyota yaris,2334.833333333333,9.92,13358.333333333334,5.0,3.333333333333333,98.06666666666666,11.1,171.0,31.0,2010,59.16666666666666,169.3,66.5,front wheel,AT,subcompact,106.0,,gas
2604,39594.0,hyundai tucson,3338.111111111112,7.93,22483.88888888889,5.0,4.0,103.9,14.5,101.9,25.0,2010,65.6888888888889,173.2,71.7,front wheel,DCT,suv,176.0,True,Hybrid
2607,39488.0,bmw 5,3963.571428571429,6.45,54535.71428571428,5.0,4.0,114.6857142857143,18.5,100.57142857142858,18.857142857142858,2010,58.58571428571429,191.1,72.7,all wheel,MT,midsize,230.0,,gas
2608,38725.0,subaru legacy,3410.0,6.36,25175.6,5.0,4.0,108.30000000000008,18.5,101.53333333333332,23.6,2010,59.30000000000002,186.4,71.7,all wheel,MT,compact,170.0,True,Hybrid
2611,38620.0,jeep patriot,,7.14,5668.0,5.0,4.0,103.7,13.5,,25.0,2010,132.0,173.6,219.0,four wheel,5 Speed Manual,Manual transmission,172.0,True,Hybrid
2614,38585.0,chrysler sebring 200,,,,,,,,,,2010,,,,,,,,,
2615,38330.0,chrysler sebring,,,,,,,,101.0,24.0,2010,,,,front wheel,AT,midsize,,,gas
2616,255.0,chrysler 200,,,,,,,,,,2010,,,,,,,,,
2617,37336.0,ford expedition,,7.93,42906.25,7.25,4.0,119.0,28.0,,15.0,2010,77.2,125.0,209.0,rear wheel,AT,Automatic transmission,310.0,True,Hybrid
2620,37116.0,chrysler 300,3910.272727272728,6.92,34811.92307692308,5.0,4.0,120.92307692307692,18.53846153846154,108.16923076923077,19.416666666666668,2010,58.399999999999984,196.8,74.1,rear wheel,AT,large,250.0,True,Hybrid
2622,36791.0,dodge challenger,3983.5,4.94,31548.75,5.0,2.0,116.0,18.75,91.0,19.0,2010,57.1,197.7,75.7,rear wheel,AT,midsize,425.0,True,Hybrid
2625,35776.0,bmw x5,5189.0,4.72,60175.0,5.0,4.0,115.5,22.5,102.40000000000002,17.5,2010,69.775,191.0,78.5,all wheel,DCT,suv,555.0,True,Hybrid
2627,35662.0,mazda 6,,8.29,5394.0,,,109.8,18.5,102.0,23.0,2010,57.9,193.7,72.4,front wheel,MT,midsize,170.0,,gas
2628,34672.0,audi a4,3683.0,6.76,33331.818181818184,5.0,4.0,110.6,17.199999999999996,91.0,26.0,2010,56.281818181818174,185.2,71.9,all wheel,DCT,compact,211.0,,gas
2629,34227.0,ford flex,4625.285714285715,8.16,35778.57142857143,7.0,4.0,117.9,18.6,155.79999999999998,18.857142857142858,2010,68.0,201.8,75.9,all wheel,AT,suv,262.0,True,Hybrid
2632,34129.0,lexus is,,6.98,9322.0,,,107.5,17.1,98.7,23.0,2010,56.1,180.3,70.9,rear wheel,6 Speed Manual,Manual transmission,204.0,True,Hybrid
2635,34049.0,acura tl,,6.76,10180.0,5.0,4.0,109.3,18.5,111.3,22.0,2010,57.2,195.5,74.0,front wheel,AT,midsize,280.0,True,Hybrid
2638,33722.0,ford crown victoria,,7.88,4890.0,,,120.7,19.0,127.0,19.0,2010,58.9,218.0,77.3,rear wheel,AT,large,224.0,True,Hybrid
2639,32076.0,acura tsx,,7.55,8499.0,5.0,4.0,106.6,18.5,95.0,23.0,2010,56.6,185.6,72.4,front wheel,MT,compact,201.0,True,Hybrid
2642,29912.0,mercury mariner,,,,,,,,,,2010,191.0,98.0,13.0,Front-wheel drive,6 Speed Automatic,Automatic transmission,171.0,True,Hybrid
2644,29698.0,mercedes benz m class,,7.61,15950.0,,,114.7,23.8,,22.5,2010,71.5,188.2,75.2,all wheel,7 Speed Automatic Select Shift,Automatic transmission,268.0,True,Hybrid
2646,29122.0,hyundai genesis,,6.12,9570.0,,,115.6,19.3,109.0,19.0,2010,58.1,195.9,74.4,rear wheel,AT,large,290.0,,gas
2647,28912.0,mercury milan,,5.59,8259.0,5.0,4.0,107.4,17.5,101.0,25.0,2010,56.9,189.8,72.2,all wheel,AT,midsize,240.0,True,Hybrid
2649,28908.0,mazda cx 9,4442.0,7.1,31481.666666666668,7.0,4.0,113.2,20.1,139.20000000000002,17.5,2010,68.0,210.0,143.0,front wheel,AT,suv,273.0,True,Hybrid
2652,28788.0,mazda cx 7,,9.78,6293.0,5.0,4.0,108.3,16.4,,20.0,2010,64.8,184.3,73.7,front wheel,5 Speed Automatic Select Shift,Automatic transmission,161.0,True,Hybrid
2654,28781.0,gmc yukon,,6.3,46595.0,8.0,4.0,116.0,26.0,,15.833333333333334,2010,76.89999999999999,202.0,79.0,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
2657,28543.0,mercury grand marquis,,7.97,8562.0,6.0,4.0,114.6,19.0,128.1,20.0,2010,56.3,212.0,78.3,rear wheel,AT,large,224.0,True,Hybrid
2659,28390.0,toyota avalon,3556.6666666666665,6.0,31825.0,5.0,4.0,111.0,18.5,107.0,23.0,2010,58.5,197.2,72.8,front wheel,AT,large,268.0,True,Hybrid
2661,28286.0,volkswagen golf rabbit,,,,,,,,,,2010,,,,,,,,,
2662,27987.0,volkswagen cc,,7.41,8050.0,4.0,4.0,106.7,18.5,94.0,25.0,2010,55.8,188.9,73.0,front wheel,AT,compact,200.0,True,Hybrid
2665,27382.0,kia optima,3213.6666666666665,8.13,20795.0,5.0,4.0,107.1,16.400000000000002,104.0,25.0,2010,58.3,189.0,71.1,front wheel,AT,midsize,194.0,True,Hybrid
2668,26874.0,cadillac escalade,,6.29,72201.25,7.75,4.0,116.0,26.0,,15.5,2010,75.89999999999999,202.5,79.0,rear wheel,DCT,Automatic transmission,403.0,True,Hybrid
2671,26459.0,buick lucerne,,8.05,9491.0,5.0,4.0,115.6,18.0,108.0,18.0,2010,58.0,203.2,73.8,front wheel,AT,large,227.0,True,Hybrid
2673,24642.0,chevrolet colorado,,,23253.055555555555,4.611111111111111,2.555555555555556,122.73333333333332,19.0,,18.77777777777778,2010,66.36666666666666,207.1,67.6,rear wheel,DCT,Manual transmission,185.0,True,Hybrid
2676,24619.0,kia rio,2416.777777777778,9.03,14539.444444444443,5.0,4.0,98.4,11.900000000000002,184.0,30.0,2010,57.89999999999999,167.3,66.7,front wheel,MT,compact,110.0,True,Hybrid
2678,24495.0,chevrolet cruze,,,,,,,,,,2010,195.0,245.0,3.0,Front-wheel drive,6 Speed Manual,Manual transmission,138.0,True,Hybrid
2680,23873.0,kia sportage,3378.714285714286,8.25,20923.571428571428,5.0,4.0,103.5,16.385714285714286,103.9,20.714285714285715,2010,66.7,171.3,70.9,front wheel,AT,suv,173.0,True,Hybrid
2683,23797.0,gmc yukon xl,,6.87,45910.0,8.25,4.0,130.0,35.0,,16.0,2010,76.79999999999998,222.4,79.1,rear wheel,DCT,Automatic transmission,358.3333333333333,True,Hybrid
2686,23518.0,audi q5,4244.0,6.79,37350.0,5.0,4.0,110.5,19.8,,20.0,2010,65.1,182.2,74.0,all wheel,DCT,suv,270.0,True,Hybrid
2690,23416.0,nissan titan,,,32371.42857142857,5.714285714285714,3.2857142857142856,142.6142857142857,29.285714285714285,,14.0,2010,75.69285714285715,72.0,227.0,four wheel,AT,Automatic transmission,317.0,True,Hybrid
2693,23273.0,ford fiesta,,,,,,,,,,2010,,,,,,,,,
2694,22968.0,nissan cube,,,5927.0,5.0,4.0,99.6,13.2,98.0,27.0,2010,115.0,157.5,66.7,front wheel,MT,small station wagon,122.0,True,Hybrid
2697,22618.0,dodge nitro,,8.16,6738.0,5.0,4.0,108.8,19.5,,18.0,2010,69.9,178.9,73.1,rear wheel,4 Speed Automatic,Automatic transmission,210.0,True,Hybrid
2699,22535.0,lincoln mkz,3697.0,,35170.0,5.0,4.0,107.4,17.5,97.8,20.0,2010,56.9,212.0,41.0,front wheel,AT,midsize,263.0,True,Hybrid
2700,21932.0,lincoln mkx,4305.0,,39770.0,5.0,4.0,111.2,19.5,108.4,19.5,2010,67.3,129.0,133.0,front wheel,AT,suv,265.0,True,Hybrid
2703,21823.0,kia sedona,4379.666666666667,8.45,25028.33333333333,7.0,4.0,117.2,21.1,,19.0,2010,69.3,189.4,78.1,front wheel,AT,minivan,244.0,True,Hybrid
2706,21438.0,nissan pathfinder,4744.857142857143,,34208.57142857143,7.0,4.0,112.20000000000002,21.1,149.1,16.142857142857142,2010,72.41428571428573,20.0,57.0,four wheel,MT,suv,266.0,True,Hybrid
2710,21416.0,mitsubishi lancer,,8.67,4550.0,5.0,4.0,103.7,15.6,93.0,20.0,2010,58.7,180.0,69.4,front wheel,AT,compact,152.0,True,Hybrid
2712,20962.0,honda insight,2728.0,11.77,21400.0,5.0,4.0,100.4,10.6,85.0,41.0,2010,56.2,172.3,66.7,front wheel,MT,subcompact,98.0,,electric
2713,20946.0,volkswagen tiguan,3433.0,,28408.18181818182,5.0,4.0,102.5,16.800000000000004,,21.0,2010,66.38181818181818,174.3,71.2,front wheel,AT,suv,200.0,True,Hybrid
2716,20946.0,mercedes benz glk,,,,,,,,,,2010,,,,,,,,,
2717,20523.0,nissan xterra,,6.71,8555.0,5.0,4.0,106.3,21.1,,17.0,2010,110.0,186.0,72.8,four wheel,5 Speed Automatic,Automatic transmission,261.0,True,Hybrid
2720,20515.0,chevrolet avalanche,,7.64,10360.0,6.0,4.0,130.0,31.0,,17.0,2010,76.6,221.3,79.1,four wheel,6 Speed Automatic,Automatic transmission,320.0,True,Hybrid
2722,20364.0,scion xb,,9.03,4872.0,5.0,4.0,102.4,14.0,101.0,24.0,2010,64.7,167.3,69.3,front wheel,MT,small station wagon,158.0,True,Hybrid
2725,19943.0,mercedes benz gl class,,6.87,17675.0,,,121.1,26.4,,15.0,2010,72.4,200.6,76.0,all wheel,7 Speed Automatic Select Shift,Automatic transmission,335.0,True,Hybrid
2727,19344.0,nissan armada,5355.0,7.65,45080.0,8.0,4.0,123.2,28.0,188.40000000000003,15.0,2010,77.6,155.0,79.3,rear wheel,AT,suv,317.0,True,Hybrid
2730,18640.0,cadillac dts,,6.93,17247.0,5.0,4.0,115.6,18.0,113.0,18.0,2010,57.6,207.6,74.8,front wheel,AT,large,292.0,True,Hybrid
2732,16537.0,volkswagen new beetle,,9.11,7653.0,,,98.8,14.5,85.0,23.0,2010,59.0,161.1,67.9,front wheel,MT,subcompact,150.0,,gas
2733,16450.0,lexus gx,5305.0,6.5,54367.5,7.0,4.0,109.8,23.0,103.9,15.0,2010,72.4,189.2,74.2,four wheel,AT,suv,301.0,,gas
2734,16379.0,audi a5,3791.214285714286,5.76,40421.42857142857,4.0,2.0,108.29999999999995,17.028571428571425,84.0,23.785714285714285,2010,54.17142857142856,182.1,73.0,all wheel,DCT,subcompact,211.0,True,Hybrid
2735,16142.0,honda ridgeline,4531.25,,32803.75,5.0,4.0,122.0,22.0,110.45,17.0,2010,70.75,137.0,184.0,four wheel,AT,pickup truck,250.0,True,Hybrid
2737,15961.0,volkswagen routan,,8.64,12325.0,7.0,4.0,121.2,20.5,,20.0,2010,68.9,202.5,76.9,front wheel,AT,minivan,251.0,True,Hybrid
2740,15894.0,jeep compass,3187.0,7.21,19990.0,5.0,4.0,103.7,13.550000000000002,101.3,25.0,2010,65.2,173.4,69.3,front wheel,MT,suv,172.0,True,Hybrid
2743,15683.0,mazda 5,,9.29,4498.0,,,108.3,15.9,,24.0,2010,64.2,181.5,69.1,front wheel,MT,minivan,153.0,,gas
2744,15204.0,scion tc,,7.98,5399.0,5.0,2.0,106.3,14.5,85.0,24.0,2010,55.7,174.0,69.1,front wheel,AT,subcompact,161.0,True,Hybrid
2747,14975.0,acura rdx,3842.0,7.63,35070.0,5.0,4.0,104.3,18.0,101.4,20.0,2010,65.1,182.5,73.6,front wheel,AT,suv,240.0,True,Hybrid
2749,14959.0,toyota fj cruiser,,7.11,7354.0,5.0,4.0,105.9,19.0,,19.0,2010,72.0,183.9,75.0,four wheel,5 Speed Automatic,Automatic transmission,260.0,True,Hybrid
2752,14618.0,infiniti m,,,,,,,,,,2010,228.0,66.0,13.0,Rear-wheel drive,7 Speed Automatic,Automatic transmission,303.0,True,Hybrid
2756,14417.0,lincoln mks,,,,,,,,,,2010,28.0,64.0,135.0,Front-wheel drive,6 Speed Automatic Select Shift,Automatic transmission,273.0,True,Hybrid
2759,14247.0,honda element,,9.59,6314.0,4.0,4.0,101.4,15.9,,22.5,2010,70.4,169.9,71.6,front wheel,5 Speed Automatic,Automatic transmission,166.0,True,Hybrid
2761,13848.0,toyota sequoia,5897.272727272727,6.02,48687.27272727273,7.727272727272727,4.0,122.0,26.4,126.9,14.818181818181818,2010,77.0,205.1,79.8,four wheel,AT,suv,381.0,True,Hybrid
2764,13608.0,mercedes benz s class,4715.0,6.8,126425.0,5.0,4.0,124.6,26.48333333333333,105.2,16.0,2010,58.0,206.5,73.7,rear wheel,AT,large,295.0,,gas
2765,13132.0,bmw 1,,6.1,6951.0,,,104.7,14.0,,23.0,2010,56.0,171.7,68.8,rear wheel,,,230.0,,gas
2766,13047.0,dodge dakota,,,8085.0,4.0,2.0,131.3,22.0,,15.0,2010,68.7,173.0,29.0,four wheel,4 Speed Automatic,Automatic transmission,210.0,True,Hybrid
2768,12624.0,chevrolet corvette,3252.714285714286,3.77,61907.38095238096,2.0,2.0,105.70000000000002,18.0,,18.0,2010,,174.6,72.6,rear wheel,MT,two seater,430.0,,gas
2769,12500.0,mitsubishi outlander,3577.428571428572,7.69,24312.85714285714,5.857142857142857,4.0,105.1,16.142857142857142,100.4,21.857142857142858,2010,67.01428571428572,183.7,70.9,four wheel,DCT,suv,230.0,True,Hybrid
2772,12497.0,volkswagen passat,3455.0,8.23,28635.0,5.0,4.0,106.7,18.5,96.0,25.0,2010,59.70000000000001,188.0,71.7,front wheel,DCT,midsize,200.0,True,Hybrid
2773,12347.0,land rover range rover sport,5561.0,5.27,64211.66666666666,5.0,4.0,108.0,23.3,,14.0,2010,70.4,174.0,140.0,four wheel,AT,suv,510.0,True,Hybrid
2776,12326.0,buick regal,,,,,,,,,,2010,203.0,223.0,64.0,Front-wheel drive,6 Speed Automatic Select Shift,Automatic transmission,220.0,True,Hybrid
2778,12275.0,lexus ls,4732.0,5.59,77692.0,5.0,4.0,119.78,22.2,103.0,19.0,2010,58.14000000000001,199.2,73.8,all wheel,AT,midsize,380.0,True,Hybrid
2781,12253.0,bmw 7,4762.0,5.57,95760.0,4.8,4.0,124.2,21.7,111.4,16.2,2010,58.3,199.8,74.9,rear wheel,DCT,large,400.0,,gas
2782,12030.0,volvo xc60,4174.0,8.16,35075.71428571428,5.0,4.0,109.20000000000002,18.5,,18.857142857142858,2010,67.39999999999999,182.2,74.4,all wheel,DCT,suv,235.0,True,Hybrid
2785,11918.0,infiniti qx56,,,,,,,,,,2010,184.0,135.0,209.0,Rear-wheel drive,5 Speed Automatic,Automatic transmission,320.0,True,Hybrid
2788,11606.0,suzuki aerio sx4,,,,,,,,,,2010,,,,,,,,,
2789,11492.0,mitsubishi galant,,9.61,6263.0,5.0,4.0,108.3,17.7,101.0,24.0,2010,57.9,191.1,72.4,front wheel,AT,midsize,160.0,True,Hybrid
2792,11264.0,lincoln town car,,,,,,,,109.0,18.0,2010,221.0,247.0,201.0,rear wheel,AT,large,239.0,True,Hybrid
2794,10663.0,lexus hs250h,,,,,,,,,,2010,,,,,,,,,
2795,10420.0,infiniti fx,,,,,,,,,,2010,115.0,251.0,135.0,Rear-wheel drive,7 Speed Automatic,Automatic transmission,303.0,True,Hybrid
2798,10215.0,nissan 350z 370z,,,,,,,,,,2010,,,,,,,,,
2799,10119.0,volvo xc90,4610.0,8.2,40380.0,7.0,4.0,112.6,21.1,101.0,17.0,2010,70.2,189.3,74.7,all wheel,DCT,suv,235.0,True,Hybrid
2802,10110.0,scion xd,,9.48,4321.0,5.0,4.0,96.9,11.1,84.0,29.0,2010,60.0,154.7,67.9,front wheel,AT,subcompact,128.0,True,Hybrid
2804,9835.0,kia borrego,,6.13,9998.0,7.0,4.0,114.0,20.6,,17.5,2010,71.3,192.1,75.4,four wheel,,,337.0,,gas
2805,9440.0,chrysler pt cruiser,,9.7,5299.0,5.0,4.0,103.0,15.0,,21.0,2010,63.0,168.9,67.1,front wheel,AT,suv,150.0,,gas
2806,8746.0,land rover range rover,5761.666666666667,6.16,83708.33333333333,5.0,4.0,133.4,27.600000000000005,,14.0,2010,73.9,109.0,242.0,four wheel,MT,suv,375.0,True,Hybrid
2809,8741.0,hyundai veracruz,,7.22,8713.0,7.0,4.0,110.4,20.6,150.6,18.0,2010,68.9,190.6,76.6,all wheel,6 Speed Automatic Select Shift,Automatic transmission,260.0,True,Hybrid
2812,8675.0,audi a6,4117.888888888889,6.14,51120.0,5.0,4.0,111.9,21.1,98.0,22.0,2010,57.66666666666666,193.5,73.0,all wheel,DCT,midsize,265.0,,gas
2813,8639.0,nissan juke,,,,,,,,,,2010,33.0,28.0,229.0,Front-wheel drive,6 Speed Manual,Manual transmission,188.0,True,Hybrid
2815,8343.0,porsche cayenne,5009.0,4.98,74937.5,5.0,4.0,112.4,26.4,,16.0,2010,66.89999999999999,188.8,75.9,all wheel,DCT,suv,500.0,True,Hybrid
2817,8312.0,infiniti ex,,,,,,,,,,2010,36.0,22.0,11.0,Rear-wheel drive,5 Speed Automatic,Automatic transmission,297.0,True,Hybrid
2821,8245.0,lincoln navigator,5922.5,,56400.0,7.0,4.0,119.0,28.0,159.4,16.0,2010,78.3,39.0,191.0,rear wheel,AT,suv,310.0,True,Hybrid
2824,8115.0,jeep commander,,8.99,9736.0,7.0,4.0,109.5,21.1,112.8,16.0,2010,128.0,188.5,74.8,four wheel,5 Speed Automatic Select Shift,Automatic transmission,210.0,True,Hybrid
2825,7992.0,gmc canyon,,,23028.4375,4.5,2.5,122.325,19.0,,19.5625,2010,66.71875,192.4,68.6,rear wheel,DCT,Manual transmission,185.0,True,Hybrid
2827,7976.0,audi q7,5352.714285714285,6.72,50628.57142857143,7.0,4.0,118.20000000000002,26.4,,15.0,2010,68.39999999999999,200.3,78.1,all wheel,DCT,suv,350.0,True,Hybrid
2831,7741.0,porsche panamera,4137.333333333333,4.33,105400.0,4.0,4.0,115.0,24.633333333333336,,18.666666666666668,2010,55.79999999999999,195.6,76.0,all wheel,DCT,midsize,400.0,,gas
2832,7435.0,lincoln mkt,4862.666666666667,,46531.66666666666,7.0,4.0,117.90000000000002,18.6,142.3,18.5,2010,67.4,153.0,138.0,all wheel,AT,suv,268.0,True,Hybrid
2835,7224.0,volvo s80,,6.0,14775.0,5.0,4.0,111.6,18.5,,18.0,2010,213.0,191.0,73.3,all wheel,6 Speed Automatic,Automatic transmission,311.0,True,Hybrid
2838,7122.0,land rover lr4,,6.71,13702.0,5.0,4.0,113.6,22.8,,14.0,2010,74.5,220.0,123.0,all wheel,AT,suv,375.0,True,Hybrid
2841,7059.0,lexus gs,,5.87,13224.0,,,112.2,18.8,111.0,22.5,2010,56.1,190.7,71.7,rear wheel,6 Speed Automatic Select Shift,Automatic transmission,303.0,True,Hybrid
2843,6925.0,jaguar xf,4152.6,3.91,61950.0,5.0,4.0,114.5,18.4,95.0,19.0,2010,57.5,195.3,80.8,rear wheel,AT,midsize,510.0,True,Hybrid
2846,6690.0,volkswagen eos,,7.75,9393.0,4.0,2.0,101.5,14.5,77.0,25.0,2010,56.8,173.6,70.5,front wheel,MT,subcompact,200.0,,gas
2847,6626.0,volvo xc70,,6.48,12412.0,5.0,4.0,110.8,18.5,134.9,18.5,2010,63.1,190.5,73.3,all wheel,6 Speed Automatic,Automatic transmission,281.0,True,Hybrid
2850,6558.0,audi a3,3297.833333333333,6.98,28806.666666666668,5.0,4.0,101.5,14.516666666666666,89.0,24.0,2010,56.0,169.0,69.5,front wheel,DCT,small station wagon,200.0,True,Hybrid
2854,6370.0,mazda mx 5 miata,2537.0,6.26,26710.0,2.0,2.0,91.70000000000002,12.7,,23.5,2010,220.0,157.3,67.7,rear wheel,AT,two seater,167.0,True,Hybrid
2857,6257.0,bmw x6,5293.75,4.69,75400.0,4.25,4.0,115.5,22.5,98.0,16.25,2010,66.45,192.0,78.1,all wheel,DCT,suv,555.0,True,Hybrid
2859,6138.0,suzuki kizashi,,7.75,,,,,16.6,92.0,26.0,2010,200.0,42.0,29.0,front wheel,AT,compact,185.0,True,Hybrid
2862,6075.0,bmw x3,4012.0,6.24,38850.0,5.0,4.0,110.1,17.7,90.1,19.0,2010,65.9,179.9,73.0,all wheel,MT,suv,260.0,True,Hybrid
2864,5927.0,smart fortwo,1843.2,9.2,16390.0,2.0,2.0,73.5,8.7,,36.0,2010,60.54,,61.4,rear wheel,MT,minicompact,70.0,,gas
2865,5791.0,mercury mountaineer,,,,,,,,,,2010,,,,,,,,,
2866,5737.0,porsche 911,3260.5,4.44,103742.85714285714,3.7142857142857135,2.0,92.53142857142858,17.071428571428573,,21.0,2010,51.22714285714287,175.6,71.2,all wheel,MT,minicompact,345.0,,gas
2867,5623.0,volvo s40,,5.93,9091.0,5.0,4.0,103.9,15.9,,22.0,2010,57.2,176.2,69.7,all wheel,5 Speed Manual,Manual transmission,227.0,True,Hybrid
2869,5249.0,honda cr z,,,,,,,,,,2010,114.0,239.0,203.0,Front-wheel drive,6 Speed Manual,Manual transmission,122.0,True,Hybrid
2871,4713.0,volkswagen touareg,,7.57,11846.0,5.0,4.0,112.4,26.4,,20.0,2010,68.0,187.2,75.9,four wheel,AT,suv,280.0,True,Hybrid
2873,4533.0,saab 9 3,,7.03,8381.0,5.0,4.0,105.3,16.0,108.4,24.0,2010,57.1,182.9,70.9,front wheel,,,210.0,,gas
2874,4478.0,suzuki grand vitara,,7.16,7452.0,5.0,4.0,103.9,17.4,,22.0,2010,66.7,175.9,71.3,four wheel,MT,suv,230.0,True,Hybrid
2876,4473.0,cadillac sts,,6.2,9192.0,5.0,4.0,116.4,17.0,102.0,21.0,2010,57.6,196.7,72.6,rear wheel,AT,midsize,302.0,True,Hybrid
2878,4368.0,volvo c70,,7.77,11600.0,4.0,2.0,103.9,16.4,,22.0,2010,55.1,180.4,72.3,front wheel,6 Speed Manual,Manual transmission,227.0,True,Hybrid
2881,4294.0,mitsubishi endeavor,,8.36,8119.0,5.0,4.0,108.3,21.4,106.7,18.0,2010,69.6,190.8,73.6,front wheel,4 Speed Automatic Select Shift,Automatic transmission,225.0,True,Hybrid
2883,4282.0,mitsubishi eclipse,,9.32,6292.0,4.0,2.0,101.4,17.7,82.0,19.0,2010,53.5,180.4,72.2,front wheel,MT,subcompact,162.0,,gas
2884,4278.0,jaguar xj,3902.1666666666665,3.92,82141.66666666667,5.0,4.0,122.73333333333332,22.5,102.0,19.0,2010,57.2,200.4,76.5,rear wheel,AT,large,510.0,True,Hybrid
2887,3983.0,lexus lx,5995.0,6.77,76905.0,8.0,4.0,112.2,24.6,158.9,14.0,2010,75.6,196.5,77.6,four wheel,DCT,suv,383.0,True,Hybrid
2889,3906.0,volvo c30,,6.6,6989.0,4.0,2.0,103.9,15.9,104.0,25.0,2010,57.0,167.4,70.2,front wheel,5 Speed Automatic,Automatic transmission,227.0,True,Hybrid
2892,3804.0,bmw z4,3345.5,5.22,48950.0,2.0,2.0,98.3,14.5,,21.0,2010,50.8,166.9,70.5,rear wheel,MT,two seater,300.0,,gas
2893,3661.0,hummer h3,,7.47,9683.0,5.0,4.0,111.9,23.0,,16.0,2010,73.2,187.5,74.6,four wheel,,,239.0,,gas
2894,3649.0,land rover lr2,,7.67,10295.0,5.0,4.0,104.7,18.5,,17.0,2010,68.5,146.0,115.0,all wheel,AT,suv,230.0,True,Hybrid
2896,3637.0,mazda tribute,,7.09,7877.0,5.0,4.0,103.1,17.5,,21.0,2010,70.2,90.0,13.0,front wheel,5 Speed Manual,Manual transmission,240.0,True,Hybrid
2898,3588.0,kia rondo,,9.0,5566.0,7.0,4.0,106.3,15.9,108.0,22.0,2010,66.9,179.0,71.7,front wheel,AT,midsize station wagon,175.0,,gas
2899,3259.0,acura zdx,,6.46,13193.0,,,108.3,21.0,,19.5,2010,62.8,192.4,78.5,all wheel,6 Speed Automatic Select Shift,Automatic transmission,300.0,True,Hybrid
2902,3201.0,saturn vue,,7.41,6608.0,5.0,4.0,106.6,19.0,,19.0,2010,67.0,180.1,72.8,front wheel,,,257.0,,gas
2903,3051.0,hyundai azera,,6.96,8575.0,5.0,4.0,109.4,19.8,107.0,21.0,2010,58.7,192.7,72.8,front wheel,AT,large,263.0,True,Hybrid
2905,3021.0,mazda 2,,,,,,,,,,2010,,,,,,,,,
2906,2937.0,mercedes benz r class,,7.66,14297.0,,,126.6,21.1,161.7,16.5,2010,65.4,203.0,77.1,all wheel,7 Speed Automatic,Automatic transmission,268.0,True,Hybrid
2908,2649.0,saturn outlook,,7.34,8156.0,8.0,4.0,118.9,22.0,,19.0,2010,69.9,,78.2,all wheel,,,281.0,,gas
2909,2472.0,subaru tribeca,,6.92,10380.0,7.0,4.0,108.2,16.9,,18.0,2010,,,,all wheel,,,256.0,,gas
2910,2418.0,bmw 6,4045.5,4.03,82000.0,4.0,2.0,109.4,18.5,81.5,17.0,2010,54.1,191.8,73.0,rear wheel,AT,subcompact,500.0,,gas
2911,2385.0,mercedes benz sl class,4369.8,5.44,173260.0,2.0,2.0,100.8,21.1,,15.0,2010,51.1,178.5,71.5,rear wheel,DCT,two seater,382.0,True,Hybrid
2912,2177.0,porsche boxster,,5.24,13804.0,,,95.1,16.9,,24.0,2010,50.9,172.1,70.9,rear wheel,AT,two seater,255.0,True,Hybrid
2914,2137.0,jaguar xk,,4.85,23823.0,4.0,2.0,108.3,16.1,74.0,19.0,2010,52.0,188.7,74.5,rear wheel,AT,minicompact,385.0,,gas
2915,2135.0,mercedes benz cls class,4122.5,5.27,85175.0,4.0,4.0,112.4,21.1,104.3,15.0,2010,55.7,193.6,73.7,rear wheel,DCT,compact,382.0,True,Hybrid
2917,2037.0,acura rl,,6.1,13580.0,5.0,4.0,110.2,19.4,99.0,18.0,2010,57.2,195.7,72.7,all wheel,AT,midsize,300.0,True,Hybrid
2920,1980.0,mercedes benz slk,,,,,,,,,,2010,,,,,,,,,
2921,1807.0,toyota land cruiser,5688.0,6.53,65970.0,8.0,4.0,112.2,24.6,,15.0,2010,74.0,194.9,77.6,four wheel,DCT,suv,381.0,True,Hybrid
