,Total_Sales,cleaned_name,curb_weight_lbs,speed_sec,msrp,pass_capacity,doors,wheelbase_in,tank_cap_gal,vol_cubft,mpg_comb,class,Year,height_in,length_in,width_in,drivetrain,transmission,fuel,horsepower_hp
6749,52785.0,acura rdx,3904.571428571430,6.48,43257.142857142900,5.0,4.0,108.30000000000000,17.100000000000000,104.0,23.571428571428600,small suv,2020,65.7,186.7,74.8,front wheel,AT,gas,272.0
6751,1054.0,acura rlx,4178.5,6.59,58400.0,5.0,4.0,112.2,16.8,102.0,23.0,midsize,2020,57.7,198.1,74.4,front wheel,DCT,gas,310.0
6752,21785.0,acura tlx,3671.285714285710,7.21,40728.57142857140,5.0,4.0,109.30000000000000,17.200000000000000,93.30000000000000,24.214285714285700,midsize,2020,57.0,191.0,73.0,front wheel,AT,gas,206.0
6753,8204.0,alfa romeo giulia,3594.153846153850,6.0,43318.07692307690,5.0,4.0,111.0,15.300000000000000,100.0,27.0,midsize,2020,56.83846153846150,182.5,73.7,rear wheel,AT,gas,280.0
6754,10282.0,alfa romeo stelvio,4083.5,6.33,47332.5,5.0,4.0,111.0,16.900000000000000,,25.0,small suv,2020,66.0375,184.6,74.9,all wheel,AT,gas,280.0
6755,9938.0,audi a3,3355.8,6.98,34900.0,4.6,3.2,103.16,13.72,86.0,30.0,subcompact,2020,55.68,175.5,70.7,front wheel,DCT,gas,184.0
6759,18342.0,audi a4,3525.8571428571400,5.9,39628.57142857140,5.0,4.0,111.0,15.3,92.0,30.0,compact,2020,56.2,187.5,72.7,front wheel,DCT,gas,248.0
6760,18827.0,audi a5,3990.0,6.06,51200.0,4.0,2.0,108.90000000000000,15.300000000000000,81.0,27.0,subcompact,2020,54.4,184.9,72.7,all wheel,DCT,gas,248.0
6761,10536.0,audi a6,4266.0,4.88,58900.0,5.0,4.0,115.10000000000000,19.3,97.20000000000000,25.0,midsize,2020,57.4,195.0,74.3,all wheel,DCT,electric,444.0
6762,2859.0,audi a7,4332.0,4.97,68000.0,5.0,4.0,115.2,19.3,94.0,25.0,midsize,2020,56.0,196.0,75.1,all wheel,DCT,electric,444.0
6763,2375.0,audi a8,,6.31,85200.0,5.0,4.0,123.1,21.7,121.9,21.0,midsize,2020,58.5,208.7,76.6,all wheel,AT,gas,335.0
6766,7202.0,audi etron,,,,,,,,,,,2020,,,,,,,
6767,27252.0,audi q3,3577.0,7.24,34450.0,5.0,4.0,102.5,16.900000000000000,84.0,23.0,small suv,2020,62.5,176.6,72.8,front wheel,DCT,gas,228.0
6768,50435.0,audi q5,4057.0,5.81,42950.0,5.0,4.0,111.0,18.5,,24.0,small suv,2020,65.3,184.4,74.5,all wheel,DCT,gas,367.0
6772,25372.0,audi q7,4808.2,6.61,57390.0,7.0,4.0,117.9,22.5,,18.0,suv,2020,68.5,199.3,77.6,all wheel,DCT,gas,335.0
6776,12072.0,audi q8,,,67400.0,5.0,4.0,117.90000000000000,22.5,,18.0,suv,2020,67.2,196.6,78.5,all wheel,DCT,electric,335.0
6777,583.0,audi r8,,3.71,195900.0,2.0,2.0,104.4,19.3,,16.0,two seater,2020,,174.3,76.4,all wheel,AT,gas,611.0
6778,832.0,audi tt,3306.0,5.26,66900.0,4.0,2.0,98.6,14.5,73.9,22.0,subcompact,2020,52.9,165.0,72.1,all wheel,DCT,gas,292.0
6779,13209.0,bmw 2,3659.0,6.41,44150.0,4.0,2.0,105.9,13.7,99.0,25.625,subcompact,2020,55.60000000000000,174.7,69.8,rear wheel,AT,gas,248.0
6780,39290.0,bmw 3,3810.2,8.08,44830.0,5.0,4.0,112.62000000000000,15.720000000000000,87.8076923076923,27.0,compact,2020,57.82000000000000,182.8,71.3,all wheel,DCT,gas,180.0
6781,12357.0,bmw 4,3843.4166666666700,,51758.333333333300,4.333333333333330,2.6666666666666700,110.60000000000000,15.800000000000000,,25.5,compact,2020,54.53333333333330,182.7,71.9,rear wheel,AT,gas,248.0
6782,25515.0,bmw 5,4090.25,7.15,59450.0,5.0,4.0,117.1,16.45,98.80000000000000,25.714285714285700,midsize,2020,58.20000000000000,193.4,73.2,all wheel,DCT,gas,240.0
6783,1960.0,bmw 6,4445.666666666670,6.32,91650.0,5.0,4.0,117.56666666666700,18.416666666666700,107.0,21.5,compact,2020,55.8,192.8,74.6,all wheel,AT,gas,315.0
6784,5985.0,bmw 7,4591.5,6.19,107785.71428571400,5.0,4.0,126.4,19.385714285714300,111.53846153846200,21.428571428571400,large,2020,58.2,206.6,74.9,all wheel,AT,gas,320.0
6785,7714.0,bmw 8,4607.0,,116650.0,4.0,2.0,111.1,18.0,,20.0,subcompact,2020,53.0,,,all wheel,AT,gas,
6786,1502.0,bmw i3,3142.5,7.68,47975.0,4.0,4.0,101.2,2.3,84.0,113.0,subcompact,2020,62.75,158.3,69.9,rear wheel,AT,electric,170.0
6787,192.0,bmw i8,3455.0,4.65,155400.0,3.0,2.0,110.2,11.1,81.0,27.0,subcompact,2020,50.9,184.9,76.5,all wheel,AT,electric,369.0
6788,14368.0,bmw x1,3620.0,6.42,35950.0,5.0,4.0,105.1,16.1,101.2,25.5,large,2020,62.9,175.5,71.7,front wheel,DCT,gas,228.0
6789,7368.0,bmw x2,3679.0,,40416.66666666670,5.0,4.0,105.10000000000000,16.1,94.10000000000000,25.33333333333330,large,2020,60.1,172.2,71.8,all wheel,,gas,228.0
6790,59777.0,bmw x3,4155.666666666670,9.18,46216.66666666670,5.0,4.0,112.8,17.2,101.40000000000000,24.666666666666700,small suv,2020,66.0,186.2,74.7,all wheel,DCT,gas,473.0
6792,7662.0,bmw x4,4234.5,7.11,55450.0,5.0,4.0,112.7,17.2,97.8,24.0,small suv,2020,63.8,187.5,75.5,all wheel,AT,gas,248.0
6793,50513.0,bmw x5,4991.5,4.57,68225.0,5.0,4.0,117.1,21.9,102.4,20.5,suv,2020,69.0,194.3,78.9,all wheel,AT,gas,335.0
6795,7291.0,bmw x6,4888.75,4.52,78350.0,5.0,4.0,115.5,22.4,98.0,18.75,suv,2020,66.875,194.8,78.9,all wheel,AT,gas,335.0
6797,23230.0,bmw x7,,,83250.0,7.0,4.0,122.2,21.9,,19.5,,2020,71.1,203.3,78.7,all wheel,,gas,335.0
6798,2364.0,bmw z4,3287.0,4.69,49700.0,2.0,2.0,97.2,13.7,,28.0,two seater,2020,51.4,170.7,73.4,rear wheel,AT,gas,382.0
6799,38479.0,buick enclave,4493.142857142860,6.59,48342.142857142900,7.0,4.0,120.9,20.285714285714300,151.1,20.571428571428600,suv,2020,69.60000000000000,204.3,78.8,front wheel,AT,gas,310.0
6802,44353.0,buick encore,3288.8571428571400,9.43,26728.571428571400,5.0,4.0,100.6,14.0,92.80000000000000,26.571428571428600,suv,2020,65.25,168.35,70.1,front wheel,DCT,gas,138.0
6803,42240.0,buick encore gx,,,,,,,,,,,2020,,,,,,,
6804,34943.0,buick envision,3898.428571428570,8.12,36913.57142857140,5.0,4.0,108.30000000000000,17.3,100.6,23.857142857142900,suv,2020,66.8,183.7,72.4,all wheel,DCT,gas,197.0
6805,229.0,buick lacrosse,3630.6666666666700,5.68,39347.77777777780,5.0,4.0,114.4,15.93333333333330,102.0,25.88888888888890,midsize,2020,57.5,197.5,73.5,front wheel,AT,gas,310.0
6808,2493.0,buick regal,3713.0,7.54,32154.28571428570,5.0,4.0,107.8,18.0,98.0,26.0,midsize,2020,58.26666666666670,192.9,73.3,front wheel,AT,gas,250.0
6810,115.0,cadillac ats,3473.25,5.74,41855.625,5.0,4.0,109.30000000000000,16.0,90.90000000000000,24.666666666666700,compact,2020,55.900000000000000,183.6,72.5,rear wheel,AT,gas,272.0
6811,4888.0,cadillac ct4,,6.71,32995.0,5.0,4.0,109.3,,90.0,24.0,compact,2020,56.0,187.2,71.4,rear wheel,AT,gas,237.0
6812,14712.0,cadillac ct5,,6.99,36895.0,5.0,4.0,116.0,17.0,99.0,26.0,midsize,2020,57.2,193.8,74.1,rear wheel,AT,gas,237.0
6813,3117.0,cadillac ct6,4047.6666666666700,6.74,63345.0,5.0,4.0,122.4,19.2,106.0,23.33333333333330,large,2020,58.0,205.8,74.0,all wheel,AT,gas,335.0
6814,611.0,cadillac cts,3864.75,6.44,57407.5,5.0,4.0,114.6,19.0,97.0,22.5,midsize,2020,57.2,195.5,72.2,rear wheel,AT,gas,265.0
6815,24545.0,cadillac escalade,,6.29,85370.0,7.0,4.0,116.0,26.0,,17.0,,2020,74.40000000000000,203.9,80.5,rear wheel,DCT,gas,420.0
6818,22473.0,cadillac xt4,3780.0,7.0,39045.0,5.0,4.0,109.4,16.100000000000000,101.3,25.0,small suv,2020,64.06,181.1,76.7,front wheel,DCT,gas,237.0
6819,35224.0,cadillac xt5,4180.333333333330,7.96,51809.28571428570,5.0,4.0,112.5,20.714285714285700,104.5,21.428571428571400,suv,2020,66.0,189.6,74.9,all wheel,AT,gas,237.0
6820,22610.0,cadillac xt6,,6.55,54695.0,7.0,4.0,112.7,22.0,,20.0,,2020,69.9,198.5,77.3,all wheel,,gas,310.0
6821,1200.0,cadillac xts,4078.769230769230,6.75,55356.53846153850,4.769230769230770,4.0,111.70000000000000,19.307692307692300,104.20000000000000,20.33333333333330,large,2020,59.400000000000000,200.9,72.91,front wheel,DCT,gas,304.0
6822,94598.0,chevrolet blazer,4065.428571428570,9.05,38500.0,5.0,4.0,112.70000000000000,20.385714285714300,107.80000000000000,22.142857142857100,suv,2020,67.0,191.4,76.7,front wheel,DCT,gas,193.0
6823,20753.0,chevrolet bolt,,,,,,,,,,,2020,,,,,,,
6824,29777.0,chevrolet camaro,3736.285714285710,5.45,43285.71428571430,4.0,2.0,110.70000000000000,19.0,78.0,16.0,subcompact,2020,52.94285714285710,188.3,74.7,rear wheel,MT,gas,275.0
6825,96236.0,chevrolet colorado,,,32014.28571428570,4.523809523809520,3.238095238095240,131.80476190476200,21.0,,20.23809523809520,,2020,70.67142857142860,212.7,181.0,four wheel,AT,gas,200.0
6828,21627.0,chevrolet corvette,3442.1071428571400,3.35,76007.14285714290,2.0,2.0,106.70000000000000,18.5,,19.0,two seater,2020,,182.3,76.1,rear wheel,MT,gas,490.0
6829,783.0,chevrolet cruze,2985.5,10.4,22206.11111111110,5.0,4.0,106.30000000000000,13.655555555555600,94.0,32.77777777777780,midsize,2020,57.53333333333330,175.3,70.5,front wheel,AT,gas,137.0
6831,270994.0,chevrolet equinox,3382.5714285714300,,28518.571428571400,5.0,4.0,107.30000000000000,15.2,103.20000000000000,27.571428571428600,suv,2020,65.40000000000000,162.0,49.0,front wheel,DCT,gas,182.0
6834,55040.0,chevrolet express,,8.93,,,,135.0,31.0,,13.5,,2020,84.6,224.0,79.2,rear wheel,Automatic transmission,flex fuel,285.0
6837,9943.0,chevrolet impala,3730.0,6.21,31753.33333333330,5.0,4.0,111.7,18.5,105.0,22.0,large,2020,58.9,201.3,73.0,front wheel,AT,gas,305.0
6840,102652.0,chevrolet malibu,3190.6666666666700,8.25,26031.666666666700,5.0,4.0,111.4,15.333333333333300,100.0,26.0,midsize,2020,57.3,194.2,73.0,front wheel,AT,gas,160.0
6843,593057.0,chevrolet silverado,,,41911.90476190480,5.761904761904760,3.9047619047619000,150.24619047619000,24.204761904761900,,18.285714285714300,,2020,75.90404761904760,,50.63,four wheel,DCT,gas,285.0
6844,13007.0,chevrolet sonic,2827.0,9.43,18280.0,5.0,4.0,99.4,12.2,91.0,29.0,compact,2020,59.54,173.9,68.3,front wheel,MT,gas,138.0
6845,33480.0,chevrolet spark,2259.333333333330,9.54,14853.333333333300,4.0,4.0,93.90000000000000,9.0,86.0,33.0,subcompact,2020,58.52,143.1,62.8,front wheel,MT,gas,98.0
6846,33644.0,chevrolet suburban,,7.200000000000000,58866.66666666670,7.666666666666670,4.0,130.0,31.0,,17.0,,2020,74.40000000000000,16.0,217.0,rear wheel,DCT,flex fuel,355.0
6847,88237.0,chevrolet tahoe,,7.45,56066.66666666670,8.0,4.0,116.0,26.0,,17.5,,2020,74.40000000000000,10.0,214.0,rear wheel,DCT,flex fuel,355.0
6849,34292.0,chevrolet trailblazer,,5.53,9298.0,5.0,4.0,113.0,22.0,,14.0,,2020,67.8,191.8,74.7,all wheel,,gas,390.0
6850,125546.0,chevrolet traverse,4834.5,7.4,40702.5,7.25,4.0,120.90000000000000,20.55,150.80000000000000,20.5,suv,2020,70.70000000000000,204.3,78.6,front wheel,AT,gas,310.0
6853,106299.0,chevrolet trax,3229.0,9.23,24783.33333333330,5.0,4.0,100.6,14.0,92.8,27.0,special purpose,2020,65.83333333333330,,69.9,front wheel,AT,gas,138.0
6854,16473.0,chrysler 300,4166.666666666670,6.41,35317.22222222220,5.0,4.0,120.20000000000000,18.5,106.0,23.0,large,2020,58.87777777777780,198.6,75.0,rear wheel,AT,gas,292.0
6856,84113.0,chrysler pacifica,4549.0,7.44,37571.66666666670,7.0,4.0,121.6,18.166666666666700,,22.0,minivan,2020,69.90000000000000,203.8,,front wheel,AT,gas,287.0
6857,9690.0,chrysler town and country,,,,,,,,,,,2020,188.0,31.0,206.0,Front-wheel drive,Automatic transmission,E85,283.0
6859,52955.0,dodge challenger,4222.727272727270,6.07,42804.09090909090,5.0,2.0,116.20000000000000,18.5,94.0,23.0,midsize,2020,56.845454545454500,197.9,75.7,rear wheel,MT,gas,305.0
6862,77426.0,dodge charger,4221.166666666670,6.35,39261.66666666670,5.0,4.0,120.23333333333300,18.5,105.0,23.0,large,2020,58.2,198.4,75.0,rear wheel,AT,gas,292.0
6865,57828.0,dodge durango,4995.0,7.18,40035.0,6.133333333333330,4.0,119.80000000000000,24.600000000000000,133.9,20.066666666666700,suv,2020,71.10000000000000,201.2,75.8,all wheel,AT,gas,293.0
6867,38765.0,dodge grand caravan,4375.0,7.51,28623.33333333330,7.0,4.0,121.2,20.0,,20.0,minivan,2020,67.9,202.8,78.7,front wheel,AT,gas,283.0
6870,40341.0,dodge journey,4065.428571428570,10.35,29009.28571428570,7.0,4.0,113.80000000000000,20.757142857142900,,21.0,small suv,2020,66.60000000000000,192.4,42.0,front wheel,AT,gas,173.0
6873,1711.0,fiat 124 spider,2446.25,6.41,26866.25,2.0,2.0,90.9,11.9,,29.0,two seater,2020,,159.6,68.5,rear wheel,MT,gas,164.0
6874,674.0,fiat 500,2428.375,7.85,19805.0,4.0,2.0,90.6,10.5,75.5875,30.0,minicompact,2020,59.587500000000000,144.4,64.1,front wheel,MT,gas,157.0
6875,475.0,fiat 500l,3254.0,9.31,23220.0,5.0,4.0,102.8,13.2,98.8,25.0,small station wagon,2020,65.7,167.3,69.8,front wheel,AT,gas,160.0
6876,1444.0,fiat 500x,2967.0,7.73,26033.0,5.0,4.0,101.2,12.7,100.1,24.8,small station wagon,2020,63.1,167.2,70.7,all wheel,AT,gas,177.0
6877,5120.0,ford bronco sport,,,,,,,,,,,2020,,,,,,,
6878,37001.0,ford e,,,,,,,,,,,2020,,,,,,,
6879,60544.0,ford ecosport,3222.428571428570,9.55,24347.14285714290,5.0,4.0,99.20000000000000,13.600000000000000,91.1,26.285714285714300,small suv,2020,64.97142857142860,161.3,69.5,four wheel,AT,gas,123.0
6880,108886.0,ford edge,4066.714285714290,7.71,36064.28571428570,5.0,4.0,112.20000000000000,18.0,113.9,23.571428571428600,small suv,2020,68.60000000000000,70.0,138.0,all wheel,AT,gas,250.0
6883,178495.0,ford escape,3626.857142857140,8.57,29105.0,5.0,4.0,105.9,15.7,98.70000000000000,24.571428571428600,small suv,2020,66.3,85.0,13.0,front wheel,AT,gas,181.0
6886,77838.0,ford expedition,,7.81,64384.16666666670,8.0,4.0,122.5,23.3,,19.5,,2020,76.5,210.0,79.9,rear wheel,AT,gas,375.0
6889,226215.0,ford explorer,4627.25,5.85,40393.75,7.0,4.0,112.80000000000000,18.6,151.70000000000000,19.375,suv,2020,70.0,142.0,212.0,four wheel,AT,gas,300.0
6892,787372.0,ford f,,6.98,44014.31818181820,5.181818181818180,3.636363636363640,147.45454545454500,25.318181818181800,,20.045454545454500,,2020,76.43636363636360,209.3,50.6,four wheel,DCT,gas,290.0
6893,3354.0,ford fiesta,2603.25,9.03,16901.0,5.0,4.0,98.0,12.4,85.1,29.6,subcompact,2020,57.7,173.6,67.8,front wheel,MT,gas,120.0
6894,4849.0,ford flex,4569.833333333330,6.09,37037.5,7.0,4.0,117.9,18.6,155.80000000000000,18.33333333333330,suv,2020,68.0,201.8,75.9,front wheel,AT,gas,287.0
6897,110665.0,ford fusion,3628.5,9.01,30759.375,5.0,4.0,112.20000000000000,17.25,102.80000000000000,24.125,midsize,2020,58.10000000000000,191.7,75.2,front wheel,AT,gas,175.0
6900,125.0,ford gt,3350.0,,149995.0,2.0,2.0,106.7,17.5,,14.0,two seater,2020,,182.8,76.9,rear wheel,AT,gas,550.0
6901,61090.0,ford mustang,3671.0,5.18,41105.0,4.0,2.0,107.1,15.8,83.0,24.0,subcompact,2020,54.51000000000000,188.3,75.4,rear wheel,MT,gas,310.0
6902,101485.0,ford ranger,,,30712.30769230770,4.461538461538460,4.0,126.80000000000000,18.0,,20.11111111111110,,2020,71.06923076923080,210.8,224.0,rear wheel,DCT,gas,270.0
6904,131557.0,ford transit,,,,,,,,,,,2020,,,,,,,
6905,34596.0,ford transit connect,,9.44,19176.0,2.0,4.0,104.8,15.8,167.1,23.5,,2020,72.5,173.9,72.2,front wheel,,gas,169.0
6906,9436.0,genesis g70,3750.222222222220,6.06,44577.77777777780,5.0,4.0,111.6,15.8,93.80000000000000,21.444444444444400,compact,2020,55.10000000000000,184.4,72.8,rear wheel,AT,gas,255.0
6907,3359.0,genesis g80,4502.5,6.32,52683.333333333300,5.0,4.0,118.5,20.3,107.7,19.666666666666700,large,2020,58.3,196.5,74.4,rear wheel,DCT,gas,311.0
6908,2072.0,genesis g90,4767.5,6.07,72850.0,5.0,4.0,124.4,21.9,113.2,19.25,large,2020,58.9,204.9,75.4,rear wheel,DCT,gas,365.0
6909,1517.0,genesis gv80,,,,,,,,,,,2020,,,,,,,
6910,72538.0,gmc acadia,3956.0,9.3,38357.142857142900,6.428571428571430,4.0,112.5,20.285714285714300,143.80000000000000,21.857142857142900,suv,2020,66.0,193.4,75.4,front wheel,AT,gas,193.0
6913,25191.0,gmc canyon,,,35376.0,4.64,3.44,132.69200000000000,21.0,,19.84,,2020,70.52400000000000,212.4,181.0,four wheel,AT,gas,308.0
6915,15108.0,gmc savana,,9.59,,,,135.0,31.0,,,,2020,83.7,224.1,79.2,rear wheel,Automatic transmission,diesel,260.0
6918,253014.0,gmc sierra,,7.57,44313.79310344830,5.551724137931040,3.8620689655172400,149.86206896551700,24.27586206896550,,18.310344827586200,,2020,75.80310344827590,,50.63,four wheel,DCT,gas,355.0
6919,86020.0,gmc terrain,3640.727272727270,6.58,32572.727272727300,5.0,4.0,107.30000000000000,15.21818181818180,99.6,28.27272727272730,suv,2020,65.40000000000000,182.3,72.4,front wheel,DCT,flex fuel,252.0
6922,63442.0,gmc yukon,,6.26,58675.0,7.75,4.0,116.0,26.0,,17.375,,2020,74.40000000000000,10.0,80.5,rear wheel,DCT,gas,420.0
6925,199458.0,honda accord,,7.62,24020.0,5.0,4.0,111.4,14.8,106.0,30.0,large,2020,57.1,192.2,73.3,front wheel,MT,gas,192.0
6926,261225.0,honda civic,2860.8571428571400,7.69,22585.714285714300,5.0,4.0,106.30000000000000,12.400000000000000,96.6,32.57142857142860,compact,2020,55.7,177.9,70.8,front wheel,MT,gas,174.0
6927,3664.0,honda clarity fcv,,,,,,,,,,,2020,,,,,,,
6928,323502.0,honda cr v,3417.125,7.79,29225.0,5.0,4.0,104.70000000000000,14.0,103.325,29.0,small suv,2020,66.30000000000000,182.1,73.0,front wheel,AT,gas,190.0
6930,552.0,honda cr z,,8.65,20322.0,2.0,2.0,95.9,10.6,74.2,37.0,two seater,2020,54.9,161.5,68.5,front wheel,MT,gas,130.0
6932,32488.0,honda fit,2595.6,8.36,18543.0,5.0,4.0,99.6,10.600000000000000,96.0,36.0,small station wagon,2020,60.0,161.4,67.0,front wheel,MT,gas,130.0
6935,84027.0,honda hr v,3038.333333333330,,24188.88888888890,5.0,4.0,102.80000000000000,13.2,97.8777777777778,29.0,small suv,2020,63.2,170.4,69.8,all wheel,MT,gas,141.0
6936,15932.0,honda insight,3021.6666666666700,11.89,25093.33333333330,5.0,4.0,106.3,10.6,98.0,52.0,compact,2020,55.6,183.6,71.6,front wheel,MT,electric,151.0
6937,83409.0,honda odyssey,4488.166666666670,7.61,38933.333333333300,7.833333333333330,4.0,118.1,19.5,,22.0,minivan,2020,69.38333333333330,203.2,78.5,front wheel,AT,gas,280.0
6940,39567.0,honda passport,4121.285714285720,7.09,37820.0,5.0,4.0,111.0,19.5,115.18571428571400,22.0,small suv,2020,71.94285714285710,190.5,78.6,all wheel,AT,gas,280.0
6941,123813.0,honda pilot,4837.615384615390,6.58,39746.15384615380,7.769230769230770,4.0,111.0,19.5,152.3923076923080,21.846153846153800,suv,2020,70.60000000000000,196.5,78.6,all wheel,AT,gas,280.0
6944,32168.0,honda ridgeline,4525.8,,36838.88888888890,5.0,4.0,125.20000000000000,19.5,110.76,21.444444444444400,pickup truck,2020,70.53333333333340,137.0,184.0,all wheel,AT,gas,250.0
6946,15975.0,hyundai accent,2634.75,8.83,16853.75,5.0,4.0,101.6,11.9,181.0,36.0,compact,2020,57.1,172.6,68.1,front wheel,DCT,gas,120.0
6947,105475.0,hyundai elantra,2910.0,8.76,20966.666666666700,5.0,4.0,105.90000000000000,14.0,96.0,34.0,midsize,2020,56.74,181.9,70.9,front wheel,DCT,gas,128.0
6948,13570.0,hyundai ioniq,,8.54,23200.0,5.0,4.0,106.3,11.9,96.0,55.0,large,2020,56.9,176.0,71.7,front wheel,AT,gas,139.0
6949,76253.0,hyundai kona,3097.5,9.07,25778.0,5.0,4.0,102.4,13.2,94.1,28.5,small suv,2020,61.0,164.0,70.9,front wheel,DCT,gas,147.0
6950,208.0,hyundai nexo,4053.0,10.79,60050.0,5.0,4.0,109.8,41.4,101.3,,small suv,2020,64.2,183.9,73.2,front wheel,AT,electric,161.0
6951,81905.0,hyundai palisade,,7.1,31975.0,8.0,4.0,114.2,18.8,155.3,22.0,,2020,68.9,196.1,77.8,front wheel,,gas,291.0
6952,101513.0,hyundai santa fe,4007.785714285710,8.37,32635.714285714300,5.0,4.0,108.90000000000000,18.800000000000000,110.70000000000000,23.285714285714300,small suv,2020,66.81428571428570,187.8,74.4,front wheel,DCT,gas,185.0
6955,76997.0,hyundai sonata,3323.8571428571400,7.9,25832.14285714290,5.0,4.0,110.40000000000000,18.5,105.0,31.0,large,2020,58.100000000000000,192.9,73.2,front wheel,DCT,gas,191.0
6958,123657.0,hyundai tuscon,,,,,,,,,,,2020,,,,,,,
6959,6785.0,hyundai veloster,2920.25,8.99,23843.75,4.0,3.0,104.30000000000000,13.2,90.0,30.0,compact,2020,55.10000000000000,166.9,70.9,front wheel,MT,gas,147.0
6960,17587.0,hyundai venue,,8.92,17350.0,5.0,4.0,99.2,11.9,92.0,32.0,midsize,2020,61.6,159.1,69.7,front wheel,AT,gas,121.0
6961,16533.0,infiniti q50,3834.1,,44262.5,5.0,4.0,112.20000000000000,20.0,100.0,23.0,midsize,2020,57.040000000000000,,,rear wheel,MT,gas,
6962,2793.0,infiniti q60,3887.6666666666700,,47850.0,4.0,2.0,112.2,20.0,85.0,22.0,subcompact,2020,54.76666666666670,,,rear wheel,MT,gas,
6963,139.0,infiniti q70,4078.6,,58000.0,5.0,4.0,114.2,20.0,103.6,19.5,midsize,2020,59.35,,,rear wheel,MT,gas,
6964,149.0,infiniti qx30,3412.333333333330,,36475.0,5.0,4.0,106.3,13.733333333333300,88.90000000000000,26.33333333333330,small station wagon,2020,59.2,,,front wheel,DCT,gas,
6965,20885.0,infiniti qx50,3884.3333333333300,,40666.66666666670,5.0,4.0,110.2,16.0,,26.0,small station wagon,2020,66.0,,,front wheel,MT,gas,
6966,22879.0,infiniti qx60,4458.5,,45925.0,7.0,4.0,114.20000000000000,19.5,133.0,22.0,small suv,2020,68.60000000000000,,,front wheel,,gas,
6967,16125.0,infiniti qx80,,,74666.66666666670,7.0,4.0,121.10000000000000,26.0,,15.333333333333300,,2020,75.8,,,all wheel,MT,gas,
6968,3696.0,jaguar e pace,4105.0,7.01,45208.333333333300,5.0,4.0,105.6,18.1,,24.0,small suv,2020,64.90000000000000,,74.7,all wheel,AT,gas,246.0
6969,10891.0,jaguar f pace,3956.923076923080,8.66,55853.07692307690,5.0,4.0,113.10000000000000,20.36153846153850,,24.0,small suv,2020,65.05384615384620,186.3,76.2,all wheel,AT,gas,180.0
6970,1701.0,jaguar f type,3597.65,5.61,85500.0,2.0,2.0,103.20000000000000,18.31,72.0,20.8,two seater,2020,51.55,176.5,75.7,rear wheel,AT,gas,296.0
6971,1946.0,jaguar i pace,4784.0,5.6,77937.5,5.0,4.0,117.7,,,76.0,small suv,2020,61.3,184.3,74.6,all wheel,AT,electric,394.0
6972,1686.0,jaguar xe,3542.5,6.4,46728.52941176470,5.0,4.0,111.60000000000000,16.176470588235300,91.0,28.0,compact,2020,55.90000000000000,184.2,77.4,rear wheel,DCT,gas,247.0
6973,748.0,jaguar xf,3730.5263157894700,6.54,59887.63157894740,5.0,4.0,116.5,19.057894736842100,97.0,28.0,midsize,2020,57.5578947368421,195.0,78.2,all wheel,AT,gas,247.0
6976,1118.0,jaguar xj,4069.9,5.58,91750.0,5.0,4.0,122.83,21.1,106.2,19.5,large,2020,57.5,202.0,74.8,rear wheel,DCT,gas,340.0
6979,135854.0,jeep cherokee,3855.6,9.17,30875.666666666700,5.0,4.0,106.62666666666700,15.800000000000000,128.0,23.4,small suv,2020,66.21333333333330,182.0,,four wheel,AT,gas,180.0
6980,107968.0,jeep compass,3314.7,7.8,26157.5,5.0,4.0,103.80000000000000,13.5,99.6,25.08333333333330,small suv,2020,64.75000000000000,173.0,224.0,four wheel,AT,gas,180.0
6983,77541.0,jeep gladiator,,,33545.0,5.0,4.0,137.3,22.0,,19.0,,2020,75.0,218.0,,four wheel,,gas,285.0
6984,209786.0,jeep grand cherokee,4752.619047619050,6.98,43880.95238095240,5.0,4.0,114.8,24.600000000000000,105.40000000000000,20.22222222222220,suv,2020,69.15238095238090,189.8,76.5,four wheel,AT,gas,293.0
