,Unnamed: 0,Total_Sales,Year,cleaned_name,curb_weight_lbs,body_style,engine_type,speed_sec,horsepower_hp,length_in,width_in,msrp,pass_capacity,doors,wheelbase_in,height_in,tank_cap_gal,vol_cubft,mpg_comb,drivetrain,fuel_typ,trans,class_EPA,engine,fuel
31,66,213584.0,2005,jeep grand cherokee,4338.75,Sport Utility,Gas V8,8.08,230.0,186.7,84.2,30207.5,5.0,4.0,109.5,69.4,20.8,108.9,17.5,four wheel,"Gas V8, four .7L",5-speed automatic transmission,four WD Sport Utility Vehicles,SMFI,regular
32,67,133740.0,2005,chrysler pt cruiser,,,,8.77,150.0,168.8,67.1,2029.0,,,103.0,63.0,15.0,0.0,19.0,front wheel,Premium,Automatic four -spd,Sport Utility Vehicle - twoWD,,premium
33,71,166883.0,2005,jeep liberty,,,,7.69,210.0,174.4,71.6,3783.0,5.0,4.0,104.3,70.9,20.5,,19.5,four wheel,Gas,,,,regular
34,72,137409.0,2005,toyota highlander,3707.5,Sport Utility,Gas V6,7.73,230.0,184.6,71.9,26996.25,6.25,4.0,106.9,68.05,19.1,122.95,20.0,front wheel,"Gas V6, 3.3L",5-speed ECT automatic transmission,Sport Utility Vehicle,SFI,regular
35,73,126529.0,2005,toyota tundra,,Extended Cab Pickup - Short Bed,Gas V8,,282.0,,75.2,25974.0,5.15,2.4,130.79,71.48,26.4,,17.0,rear wheel,"Gas V8, four .7L",5-speed automatic electronically controlled transmission w/OD,,EFI,regular
36,74,106950.0,2005,bmw 3,3407.4375,four dr Car,Gas 6-Cyl,7.15,184.0,176.0,68.5,35928.125,4.8125,3.125,107.325,55.04375,16.6,87.15625,22.5,rear wheel,"Gas 6-Cyl, two.5L",5-speed manual transmission,Compact,EFI,regular
37,75,119489.0,2005,nissan sentra,2608.5,four dr Car,Gas Ifour ,8.71,126.0,177.5,67.3,15020.0,5.0,4.0,99.8,55.5,13.2,88.0,27.0,front wheel,Regular,four -speed automatic transmission w/OD,Compact,SMPI,regular
38,79,44804.0,2005,dodge charger,,,,,,,,,,,,,,,,,,,,,
39,80,130542.0,2005,chevrolet equinox,3718.0,Sport Utility,Gas V6,,,,,23077.5,5.0,4.0,112.5,69.3,16.7,106.4,,front wheel,"Gas V6, 3.four L","Transmission, 5-speed automatic, electronically controlled",twoWD Sport Utility Vehicle,EFI,regular
40,81,122398.0,2005,pontiac grand prix,,,,6.22,303.0,198.3,71.6,4400.0,5.0,4.0,110.5,55.9,17.0,97.0,20.0,front wheel,Premium,Automatic four -spd,Midsize Cars,,premium
41,85,108775.0,2005,lexus rx,,,,8.06,230.0,186.2,72.6,5403.0,,,106.9,66.1,19.2,,20.0,front wheel,Gas,,,,regular
42,86,107897.0,2005,toyota prius,2890.0,four dr Car,Gas/Electric Ifour ,11.28,110.0,175.0,67.9,21275.0,5.0,4.0,106.3,58.1,11.9,96.0,46.0,front wheel,Regular,Automatic (variable gear ratios),Mid-size,MPFI,regular
43,87,104063.0,2005,volkswagen jetta,3184.2,Station Wagon,Gas I5,7.66,180.0,172.3,68.3,20641.0,5.0,4.0,100.25,58.0,14.5,87.0,24.0,front wheel,Premium,5-speed manual transmission w/sport mode (delayed introduction),Compact,SMPI,premium
44,98,103829.0,2005,toyota four runner,4297.91666666667,Sport Utility,Gas V8,7.35,245.0,189.0,73.8,32172.5,5.0,4.0,109.8,70.3666666666667,23.0,103.1,18.0,four wheel,"Gas V8, four .7L",5-speed automatic transmission w/OD,Sport Utility Vehicle,SMPI,regular
45,99,100891.0,2005,saturn ion,,,,9.27,140.0,184.5,67.2,2520.0,5.0,4.0,103.2,57.4,13.2,178.0,23.0,front wheel,Premium,Manual 5-spd,Compact Cars,,premium
46,102,41011.0,2005,chevrolet hhr,,,,,,,,,,,,,,,,,,,,,
47,103,116336.0,2005,hyundai elantra,2677.0,four dr Car,Gas Ifour ,8.26,138.0,177.9,67.7,14715.6666666667,5.0,4.0,102.7,56.1,14.5,190.0,24.0,front wheel,Regular,four -speed automatic transmission w/OD,Compact,MPI,regular
48,105,8821.0,2005,buick lucerne,,,,,,,,,,,,,,,,,,,,,
49,106,97388.0,2005,mazda 3,,,,7.98,148.0,178.3,69.1,2052.0,,,103.9,57.7,14.5,189.0,27.0,front wheel,Regular,Manual 5-spd,Compact Cars,,regular
50,110,128359.0,2005,chevrolet colorado,,Crew Cab Pickup - Short Bed,Gas Ifour ,,175.0,192.8,67.6,21116.40625,4.5625,2.625,120.940625,66.00625,19.6,,21.0,rear wheel,"Gas Ifour , two.8L","Transmission, 5-speed manual with over (Requires (Z8two) Regular production accessory, Trailer Hitch when ordered in combination with (L5two) Engine, 3.5L DOHC, 5-cylinder, MFI on CS15four 03. Refer to the Engine and Axle section for compatibility requirements. Must specify)",,MFI,regular
51,111,120958.0,2005,ford ranger,,Extended Cab Pickup - Short Bed,Gas V6,,148.0,,40.4,19929.6,3.4,2.0,120.412,67.544,18.84,,20.5,rear wheel,"Gas V6, 3.0L",5-speed manual transmission w/OD,,MPFI,regular
52,112,95318.0,2005,toyota avalon,3548.75,four dr Car,Gas V6,5.66,280.0,197.2,72.8,29822.5,5.0,4.0,111.0,58.5,18.5,107.0,22.0,front wheel,Regular,5-speed automatic ECT-i transmission w/OD & sequential shift,Large,EFI,regular
53,113,17048.0,2005,jeep commander,,,,,,,,,,,,,,,,,,,,,
54,114,114137.0,2005,ford expedition,,Sport Utility,Gas V8,,300.0,44.7,50.9,39703.0769230769,8.46153846153846,4.0,119.0,76.6461538461539,28.0,,16.5,four wheel,"Gas V8, 5.four L",four -speed automatic transmission w/OD,,SEFI,regular
55,115,87788.0,2005,subaru legacy outback,,,,,,,,,,,,,,,,,,,,,
56,116,107932.0,2005,ford five hundred,,,,8.47,203.0,200.7,74.5,3324.0,5.0,4.0,112.9,26.5,19.0,,25.0,front wheel,Gas,,,,regular
57,117,74454.0,2005,nissan murano,3909.0,Sport Utility,Gas V6,,245.0,187.6,74.0,29266.6666666667,5.0,4.0,111.2,66.5,21.7,109.9,22.5,front wheel,"Gas V6, 3.5L",,AWD Sport Utility,SMFI,regular
58,118,79017.0,2005,jeep wrangler,3506.85714285714,Sport Utility,Gas I6,7.46,190.0,167.0,66.7,23048.2857142857,3.7142857142857104,2.0,96.2571428571429,71.0571428571429,19.0,49.0285714285714,15.0,four wheel,"Gas I6, four .0L",HD 6-speed manual transmission,four WD Sport Utility Vehicles,SMPI,regular
59,119,74415.0,2005,scion tc,,,,7.96,160.0,174.0,69.1,2400.0,5.0,2.0,106.3,55.7,14.5,85.0,23.0,front wheel,Regular,Automatic four -spd,Subcompact Cars,,regular
60,121,85557.0,2005,chrysler pacifica,4427.4,Station Wagon,Gas V6,8.22,250.0,198.9,79.3,29551.0,5.6,4.0,116.3,66.5,23.0,143.42,20.0,all wheel,"Gas V6, 3.5L",four -speed automatic transmission w/Autostick,Large,MPI,regular
61,122,72838.0,2005,nissan frontier,,,,7.09,265.0,205.5,72.8,3562.0,,,125.9,69.7,21.1,,16.5,rear wheel,Gas,,,,regular
62,123,87011.0,2005,chevrolet suburban,,Sport Utility,Gas V8,7.625,308.333333333333,69.6,49.1,40655.0,8.4,4.0,130.0,75.28,33.4,,16.0,four wheel,"Gas V8, 5.3L","Transmission, four -speed automatic, electronically controlled with over and tow/haul mode (Requires 1/two ton Models)",,SFI,regular
63,124,104051.0,2005,dodge dakota,,,,,210.0,,45.2,2982.0,3.0,2.0,131.3,68.7,22.0,,19.0,rear wheel,Gas,,,,regular
64,125,67577.0,2005,lexus es,3472.0,four dr Car,Gas V6,7.57,225.0,191.1,71.3,32175.0,5.0,4.0,107.1,57.3,18.5,96.4,25.0,front wheel,"Gas V6, 3.3L","5-speed automatic electronically controlled transmission w/intelligence (ECT-i)-inc: OD, flex lockup torque converter",Compact,EFI,regular
65,126,107862.0,2005,gmc envoy,,,,7.11,275.0,191.6,74.7,4899.0,,,113.0,71.9,22.0,,16.5,four wheel,Gas,,,,regular
66,127,76156.0,2005,nissan pathfinder,4588.875,Sport Utility,Gas V6,,,,,29150.0,7.0,4.0,112.2,73.1,21.1,149.1,,rear wheel,"Gas V6, four .0L",5-speed automatic transmission,four WD Sport Utility,SMPI,regular
67,128,56088.0,2005,kia spectra,,,,,,170.9,68.3,2433.0,5.0,4.0,102.8,57.9,14.5,195.0,25.0,front wheel,Regular,Automatic four -spd,Midsize Cars,,regular
68,130,86945.0,2005,nissan titan,,Crew Cab Pickup - Short Bed,Gas V8,,305.0,,78.8,28800.0,5.0,3.0,139.8,75.85,28.0,,16.0,rear wheel,"Gas V8, 5.6L",5-speed automatic transmission w/tow/haul mode,,,regular
69,131,73458.0,2005,gmc yukon,,Sport Utility,Gas V8,7.06,335.0,198.9,78.9,37542.5,5.5,4.0,116.0,76.6,26.0,,14.0,four wheel,"Gas V8, four .8L","Transmission, four -speed automatic, electronically controlled with over and tow/haul mode",,SFI,regular
70,132,78218.0,2005,acura tl,,,,6.76,270.0,189.3,72.2,5265.0,5.0,4.0,107.9,56.7,17.0,98.0,21.0,front wheel,Premium,Manual 6-spd,Midsize Cars,SOHC four ,premium
71,134,92669.0,2005,buick lacrosse,3521.66666666667,four dr Car,Gas V6,8.31,200.0,198.1,73.0,25501.6666666667,5.0,4.0,110.5,57.4,17.0,99.4,24.5,front wheel,"Gas V6, 3.8L","Transmission, four -speed automatic, electronically controlled with over",Mid-Size,SFI,regular
72,135,115439.0,2005,dodge durango,4963.66666666667,Sport Utility,Gas V8,8.69,230.0,200.8,48.2,31788.3333333333,6.33333333333333,4.0,119.2,74.3,27.0,155.1,16.0,four wheel,"Gas V8, four .7L",5-speed automatic transmission,four WD Sport Utility Vehicle,SMPI,regular
73,136,75425.0,2005,nissan maxima,3458.66666666667,four dr Car,Gas V6,6.18,265.0,193.5,71.7,28250.0,5.0,4.0,111.2,58.3,20.0,104.0,21.0,front wheel,Regular,5-speed automatic transmission w/manual mode,Mid-Size,SMPI,regular
74,138,90294.0,2005,chrysler sebring,,,,,,,,,,,,,,86.0,21.0,front wheel,Regular,Automatic four -spd,Compact Cars,SOHC,regular
75,143,71447.0,2005,mazda 6,,,,8.36,160.0,186.8,70.1,2849.0,,,105.3,56.7,18.0,192.0,23.0,front wheel,Regular,Manual 5-spd,Midsize Cars,,regular
76,147,68006.0,2005,hyundai santa fe,3777.8333333333294,Sport Utility,Gas V6,8.73,200.0,35.4,40.2,23582.3333333333,5.0,4.0,103.1,66.0,19.0,100.7,20.0,four wheel,"Gas V6, 3.5L",5-speed Shiftronic automatic transmission w/OD,twoWD Sport Utililty,MPI,regular
77,148,63939.0,2005,ford crown victoria,,,,7.88,224.0,212.0,77.3,4000.0,,,114.7,56.8,19.0,111.0,19.0,rear wheel,Regular,Automatic four -spd,Large Cars,,regular
78,149,72447.0,2005,nissan xterra,,,,7.02,265.0,35.2,72.8,4102.0,5.0,4.0,106.3,32.2,21.1,,18.5,four wheel,Gas,,,,regular
79,150,51144.0,2005,cadillac escalade,,Sport Utility,Gas V8,,345.0,,49.2,55127.5,7.0,4.0,116.0,76.5,26.0,,15.0,all wheel,"Gas V8, 6.0L","Transmission, four -speed automatic, heavy-duty, electronically controlled with over and tow/haul mode",,SFI,regular
80,151,54037.0,2005,scion xb,,,,9.25,108.0,155.3,66.5,,,,98.4,64.6,11.9,90.0,29.0,front wheel,Regular,Automatic four -spd,Small Station Wagons,,regular
81,153,68728.0,2005,infiniti g35,,,,,,,,,,,,,,185.0,20.0,rear wheel,Premium,Manual 6-spd,Compact Cars,,premium
82,157,72980.0,2005,chevrolet uplander,,,,9.99,200.0,204.3,72.0,3936.0,7.0,4.0,121.1,72.0,25.0,,21.0,front wheel,Gas,,,,regular
83,158,76739.0,2005,ford freestyle,,,,,203.0,199.8,74.4,4266.0,6.0,4.0,112.9,65.9,19.0,,23.5,front wheel,Gas,,,,regular
84,159,68085.0,2005,chevrolet aveo,,,,9.46,103.0,152.7,65.7,1929.0,,,97.6,58.8,11.0,91.0,26.0,front wheel,Regular,Automatic four -spd,Compact Cars,,regular
85,163,23322.0,2005,cadillac dts,,,,,,,,,,,,,,,,,,,,,
86,164,63186.0,2005,chevrolet avalanche,,,,8.095,303.333333333333,,50.0,5551.0,6.0,4.0,130.0,73.6,33.0,,16.0,four wheel,Gas,,,,regular
87,165,52837.0,2005,kia sedona,4802.0,"Mini-van, Passenger",Gas V6,10.74,195.0,194.1,74.6,22250.0,7.0,4.0,114.6,69.3,19.8,0.0,17.0,front wheel,Regular,5-speed automatic transmission w/OD,twoWD Minivan,MPFI,regular
88,166,52722.0,2005,bmw 5,3567.66666666667,four dr Car,Gas 6-Cyl,7.5,184.0,190.6,72.7,47500.0,5.0,4.0,113.7,57.8,18.5,99.1,21.5,rear wheel,"Gas 6-Cyl, 3.0L",6-speed manual transmission w/OD,Compact,EFI,regular
89,167,61512.0,2005,cadillac cts,3509.0,four dr Car,Gas V6,6.91,210.0,190.1,70.6,31315.0,5.0,4.0,113.4,56.7,17.0,99.0,19.0,rear wheel,Regular,"Transmission, 6-speed manual, Aisin",Mid-Size,SFI,regular
90,171,64716.0,2005,mercury grand marquis,,,,7.37,239.0,212.0,78.2,4596.0,5.0,4.0,114.7,56.8,19.0,109.0,19.0,rear wheel,Regular,Automatic four -spd,Large Cars,,regular
91,172,15789.0,2005,lexus is,,,,6.42,215.0,176.6,67.9,4460.0,,,105.1,55.5,17.5,89.2,19.5,rear wheel,Gas,,,,regular
92,173,49233.0,2005,volkswagen passat,3525.45454545455,Station Wagon,Gas Ifour ,8.2,190.0,184.3,68.7,27425.0,5.0,4.0,106.4,59.0,16.4,95.0,23.0,front wheel,Premium,5-speed automatic transmission w/Tiptronic & OD,Mid-Size,SMPI,premium
93,178,57948.0,2005,acura mdx,4498.2,Sport Utility,Gas V6,7.16,265.0,188.7,77.0,40860.0,7.0,4.0,106.3,68.7,19.2,161.5,18.0,four wheel,"Gas V6, 3.5L",5-speed automatic transmission w/OD & grade logic control,Special Purpose Vehicle,PGM-FI,regular
94,179,33140.0,2005,hummer h3,,,,,,,,,,,,,,,,,,,,,
95,180,61048.0,2005,hyundai tucson,3395.28571428571,Sport Utility,Gas V6,8.81,140.0,32.0,39.4,20077.5714285714,5.0,4.0,103.5,68.1,16.3857142857143,102.6,23.5,front wheel,"Gas V6, two.7L",four -speed Shiftronic automatic transmission w/OD,twoWD Sport Utililty,MPFI,regular
96,181,56262.0,2005,honda element,,,,8.86,160.0,66.7,71.5,3258.0,4.0,4.0,101.4,70.4,15.9,,22.5,four wheel,Gas,,,,regular
97,182,99648.0,2005,dodge stratus,,,,9.61,150.0,191.2,70.6,3053.0,,,108.0,54.9,16.0,86.0,21.0,front wheel,Regular,Automatic four -spd,Compact Cars,SOHC,regular
98,187,53541.0,2005,subaru forester,3190.0,Station Wagon,Gas Flat four -Cyl,6.21,210.0,37.8,37.0,25235.9090909091,5.0,4.0,99.4,65.0,15.9,92.4545454545455,21.5,all wheel,"Gas Flat four -Cyl, two.5L",four -speed electronic direct control automatic transmission w/OD,four WD Sport Utility,SMPI,regular
99,188,47610.0,2005,kia sorento,4275.0,Sport Utility,Gas V6,8.99,192.0,179.8,73.3,22565.0,5.0,4.0,106.7,70.2333333333333,21.1,105.8,17.5,rear wheel,"Gas V6, 3.5L",5-speed automatic Sportmatic transmission w/OD,twoWD Sport Utility Vehicle,MPFI,regular
100,189,50383.0,2005,mercedes benz e class,3950.1,four dr Car,Gas V8,8.2,201.0,189.7,71.3,59585.0,5.6,4.0,112.4,57.88,21.1,96.78,28.0,rear wheel,"Gas V6, 3.twoL","5-speed automatic -adaptive transmission-inc: Touch Shift, optimum gear programming, comfort mode",Mid-Size,SMPI,regular
101,190,42593.0,2005,honda ridgeline,,,,,,,,,,,,,,,,,,,,,
102,191,60658.0,2005,mercedes benz c class,3427.08333333333,four dr Car,Gas/Ethanol V6,7.06,189.0,171.0,68.0,34745.8333333333,4.83333333333333,3.6666666666666705,106.9,55.5833333333333,16.4,86.0333333333334,24.5,rear wheel,"Gas/Ethanol V6, two.6L","5-speed automatic r-adaptive transmission-inc: Touch Shift, comfort mode, optimum gear programming",Compact,SMPI,gas/ethanol
103,192,77585.0,2005,ford freestar,,,,9.83,201.0,90.9,76.4,4913.0,7.0,4.0,120.8,70.6,26.0,206.8,20.0,front wheel,Gas,,,,regular
104,193,48922.0,2005,audi afour ,3574.06060606061,four dr Car,Gas Ifour ,7.01,200.0,180.6,69.8,31915.7575757576,4.90909090909091,3.81818181818182,104.318181818182,56.0727272727273,17.4090909090909,90.0,23.0,all wheel,Premium,6-speed manual transmission w/OD,Compact,SEFI,premium
105,198,41394.0,2005,suzuki forenza reno,,,,,,,,,,,,,,,,,,,,,
106,199,60589.0,2005,buick rendezvous,,,,7.34,245.0,,,,,,,,18.0,,21.5,all wheel,,,,,
107,200,53652.0,2005,gmc yukon xl,,Sport Utility,Gas V8,7.68,308.333333333333,69.6,49.1,41342.5,8.5,4.0,130.0,76.325,34.0,,16.0,four wheel,"Gas V8, 5.3L","Transmission, four -speed automatic, heavy-duty, electronically controlled with over, tow/haul mode and (KNP) Cooling, external transmission oil cooler (Requires 3/four ton Models and (LQfour ) Engine, Vortec 6000 V8 SFI.)",,SFI,regular
108,201,64271.0,2005,pontiac vibe,,,,8.8,130.0,171.9,69.9,2569.0,,,102.4,62.2,13.0,94.0,27.0,front wheel,Regular,Automatic four -spd,Small Station Wagons,,regular
109,204,10303.0,2005,gmc torrent,,,,,,,,,,,,,,,,,,,,,
110,205,33637.0,2005,subaru impreza,3112.38888888889,four dr Car,Gas Flat four -Cyl,7.15,165.0,36.0,37.2,22956.1111111111,5.0,4.0,99.4666666666667,57.4555555555556,15.9,88.8444444444444,26.5,all wheel,"Gas Flat four -Cyl, two.5L",four -speed electronic direct control automatic transmission w/OD,Sub-Compact,SMPI,regular
111,206,52487.0,2005,dodge magnum,,,,7.09,250.0,197.7,74.1,4207.0,5.0,4.0,120.0,29.7,19.0,,23.0,all wheel,Gas,,,,regular
112,207,47122.0,2005,lincoln town car,,,,,,,,,,,,,,112.0,19.0,rear wheel,Regular,Automatic four -spd,Large Cars,,regular
113,208,40820.0,2005,mini cooper,2601.5,twodr Car,Gas four -Cyl,7.22,168.0,143.9,66.5,18675.0,4.0,2.0,97.1,56.05,13.2,77.0,26.0,front wheel,Premium,5-speed manual Getrag transmission,Minicompact,Supercharged EFI,premium
114,210,41349.0,2005,kia optima,3288.2,four dr Car,Gas Ifour ,9.74,138.0,185.8,71.5,18347.0,5.0,4.0,106.3,55.5,17.2,100.0,22.0,front wheel,Regular,"four -speed automatic transmission w/OD, Sportmatic shifter",Midsize,MPFI,regular
115,214,34856.0,2005,acura tsx,,,,7.99,200.0,183.3,69.4,4078.0,5.0,4.0,105.1,57.3,17.1,91.0,22.0,front wheel,Premium,Manual 6-spd,Compact Cars,,premium
116,216,29009.0,2005,kia sportage,3373.0,Sport Utility,Gas V6,8.24,173.0,171.3,70.9,18956.4285714286,5.0,4.0,103.5,66.7,16.3857142857143,103.9,19.0,front wheel,"Gas V6, two.7L",four -speed automatic transmission,twoWD Sport Utility Vehicle,MPFI,regular
117,217,32489.0,2005,chevrolet corvette,3189.0,Convertible,Gas V8,3.98,400.0,174.6,72.6,47577.5,2.0,2.0,105.75,49.075,18.0,0.0,19.0,rear wheel,Premium,"Transmission, 6-speed manual, short-throw (Includes (GU6) Axle, 3.four two ratio.)",Two Seater,SFI,premium
118,219,5321.0,2005,mercuryc milan,,,,,,,,,,,,,,,,,,,,,
119,220,36339.0,2005,volkswagen new beetle,,,,12.51,100.0,161.1,67.9,2976.0,,,98.7,59.0,14.5,85.0,24.0,front wheel,Premium,Manual 5-spd,Subcompact Cars,,premium
120,226,41012.0,2005,hyundai accent,2313.0,twodr Car,Gas Ifour ,9.17,104.0,166.7,65.7,10924.0,5.0,2.66666666666667,96.1,54.9,11.9,88.3666666666667,31.0,front wheel,"Gas Ifour , 1.6L",5-speed manual transmission w/OD,Compact,MPI,regular
121,227,45904.0,2005,toyota sequoia,4990.0,Sport Utility,Gas V8,7.46,282.0,56.4,48.5,38822.5,8.0,4.0,118.1,73.75,26.4,126.9,16.5,four wheel,"Gas V8, four .7L",5-speed electronically controlled automatic transmission w/OD,Sport Utility Vehicle,EFI,regular
122,228,33562.0,2005,chevrolet monte carlo,,,,8.69,180.0,197.9,72.3,3342.0,5.0,2.0,110.5,26.7,17.0,96.0,22.0,front wheel,Regular,Automatic four -spd,Midsize Cars,,regular
123,231,34099.0,2005,mercury mariner,,,,,,,,,,,,,,,,,,,,,
124,232,35976.0,2005,volvo xc90,4521.11111111111,Sport Utility,Turbo Gas I5,9.67,208.0,41.2,74.7,37803.8888888889,5.88888888888889,4.0,112.6,70.2,21.1,101.0,20.5,all wheel,"Turbo Gas I5, two.5L",5-speed r-adaptive Geartronic automatic transmission,Special Purpose Vehicle,MPFI,regular
125,233,4985.0,2005,lincoln zephyr,,,,,,,,,,,,,,,,,,,,,
126,234,24487.0,2005,mitsubishi eclipse,,,,7.05,210.0,176.8,68.9,3734.0,4.0,2.0,100.8,51.6,16.4,79.0,21.0,front wheel,Regular,Automatic four -spd,Subcompact Cars,SOHC,regular
127,241,39508.0,2005,nissan armada,5382.6,Sport Utility,Gas V8,7.59,305.0,206.9,78.8,38350.0,7.6,4.0,123.2,78.34,28.0,188.4,16.0,four wheel,"Gas V8, 5.6L",5-speed automatic transmission w/gated floor shifter,four WD Sport Utility,,regular
128,242,28033.0,2005,scion xa,,,,9.88,108.0,154.1,66.7,1999.0,5.0,4.0,93.3,60.2,11.9,86.0,30.0,front wheel,Regular,Automatic four -spd,Subcompact Cars,,regular
129,244,40357.0,2005,nissan quest,,,,8.08,240.0,204.1,77.6,3555.0,,,124.0,71.9,20.0,0.0,19.0,front wheel,Regular,Automatic four -spd,Minivan - twoWD,,regular
130,246,34959.0,2005,mercedes benz m class,,,,8.37,232.0,182.6,72.4,5692.0,,,111.0,71.7,,,15.5,all wheel,Gas,,,,regular
131,247,30769.0,2005,bmw x3,4012.0,Sport Utility,Gas 6 Cyl,8.07,184.0,179.7,73.0,33300.0,5.0,4.0,110.1,65.9,17.7,0.0,18.0,all wheel,Premium,6-speed manual transmission,Sport Utility Vehicle,- TBD -,premium
132,251,16036.0,2005,mercedes benz s class,4336.66666666667,four dr Car,Gas V8,6.89,275.0,203.1,73.0,92508.3333333333,5.0,4.0,122.0,57.0,23.2,105.0,20.0,rear wheel,"Gas V8, 5.0L","5-speed automatic -adaptive transmission-inc: touch shift, optimum gear programming, comfort mode",Large,SMPI,regular
133,252,32491.0,2005,mercury mountaineer,,,,,,,,,,,,,,,,,,,,,
134,253,15690.0,2005,volkswagen golf rabbit,,,,,,,,,,,,,,,,,,,,,
135,254,15690.0,2005,volkswagen golf,2944.61538461538,four dr Car,Gas Ifour ,11.52,100.0,164.9,68.3,18596.9230769231,5.0,3.23076923076923,98.9,56.7,14.5,88.0,35.0,front wheel,Diesel,5-speed manual transmission w/OD,Compact,SMPI,diesel
136,258,30290.0,2005,kia rio,2452.5,Station Wagon,Gas Ifour ,9.53,104.0,166.9,66.1,11428.75,5.0,4.0,94.9,56.7,11.9,176.0,24.0,front wheel,Regular,5-speed manual transmission w/OD,Sub-Compact,MPFI,regular
137,260,33976.0,2005,mitsubishi galant,,,,7.58,230.0,190.4,72.4,3374.0,5.0,4.0,108.3,57.9,17.7,101.0,23.0,front wheel,Regular,Automatic four -spd,Midsize Cars,SOHC,regular
138,262,33457.0,2005,lexus gs,,,,7.38,220.0,189.2,70.9,5831.0,,,110.2,55.9,19.8,100.0,19.5,rear wheel,Gas,,,,regular
139,263,8624.0,2005,suzuki grand vitara,,,,7.56,165.0,47.6,43.5,2759.0,5.0,4.0,97.6,67.3,16.9,0.0,18.0,rear wheel,Regular,Automatic four -spd,Sport Utility Vehicle - twoWD,,regular
140,265,17645.0,2005,hyundai xg350 azera,,,,,,,,,,,,,,,,,,,,,
141,266,37598.0,2005,bmw x5,4864.66666666667,Sport Utility,Gas V8,7.77,225.0,183.7,73.7,54866.6666666667,5.0,4.0,111.0,67.5,24.6,0.0,16.0,all wheel,Premium,"6-speed automatic transmission w/OD-inc: adaptive transmission control, Steptronic gear selection, sport/manual mode",Sport Utility Vehicle,EFI,premium
142,269,36761.0,2005,mazda tribute,,,,9.64,153.0,174.4,72.0,3055.0,5.0,4.0,103.1,67.7,16.5,,23.5,front wheel,Gas,,,,regular
143,270,24695.0,2005,volvo s60,3494.25,four dr Car,Gas I5,5.26,300.0,180.2,71.4,32403.125,5.0,4.0,106.9,56.225,18.125,94.0,21.0,front wheel,"High-Pressure Turbo Gas I5, two.four L",5-speed automatic transmission,Compact,EFI,regular
144,271,33497.0,2005,cadillac sts,,,,6.0,320.0,196.3,72.6,7053.0,5.0,4.0,116.4,57.6,17.0,,21.5,rear wheel,Gas,,,,regular
145,272,24000.0,2005,infiniti mfour 5,,,,,,,,,,,,,,,,,,,,,
146,273,34339.0,2005,lexus gxfour 70,,,,,,,,,,,,,,,,,,,,,
147,274,27278.0,2005,nissan 350z,,,,4.97,300.0,169.4,71.5,5430.0,2.0,2.0,104.3,51.9,20.0,0.0,20.0,rear wheel,Premium,Manual 6-spd,Two Seaters,,premium
148,277,24241.0,2005,volvo sfour 0,,,,8.48,168.0,175.9,69.7,3534.0,5.0,4.0,103.9,57.2,15.9,,26.0,front wheel,Gas,,,,regular
149,278,24108.0,2005,saab 9 3,,,,6.94,210.0,182.5,69.0,4927.0,5.0,4.0,105.3,56.8,16.4,,27.0,front wheel,Gas,,,,regular
150,279,34845.0,2005,gmc canyon,,Crew Cab Pickup - Short Bed,Gas Ifour ,,175.0,192.8,67.6,21486.7307692308,3.92307692307692,2.61538461538462,121.476923076923,66.4230769230769,19.0,,19.5,rear wheel,"Gas Ifour , two.8L","Transmission, 5-speed manual with over (Requires (LK5) Engine, two.8L DOHC, four -cylinder, MFI and (AR9) Seats, front reclining buckets on Crew Cab Models. Refer to the Engine and Axle section for compatibility requirements. Must specify)",,MFI,regular
151,280,25844.0,2005,lincoln navigator,5760.0,Sport Utility,Gas V8,,,,,53650.0,7.0,4.0,118.8,77.8,28.0,157.2,,rear wheel,"Gas V8, 5.four L",6-speed automatic transmission w/OD,twoWD Sport Utility Vehicle,SEFI,regular
152,281,27849.0,2005,mitsubishi lancer,,,,9.35,120.0,180.5,66.8,2489.0,5.0,4.0,102.4,54.9,13.2,94.0,24.0,front wheel,Regular,Automatic four -spd,Compact Cars,SOHC,regular
153,285,26786.0,2005,infiniti fx,,,,,,,,,,,,,,,,,,,,,
154,286,27007.0,2005,mercury montego,,,,,203.0,200.4,74.5,3924.0,5.0,4.0,112.9,29.2,19.0,,22.5,all wheel,Gas,,,,regular
155,287,22999.0,2005,cadillac srx,,,,,320.0,,72.6,7520.0,5.0,4.0,116.4,67.8,20.0,,18.0,rear wheel,Gas,,,,regular
156,288,5445.0,2005,pontiac solstice,,,,,,,,,,,,,,,,,,,,,
157,289,26043.0,2005,lexus ls,3990.0,four dr Car,Gas V8,6.42,290.0,197.4,72.0,56225.0,5.0,4.0,115.2,58.7,22.2,107.2,21.5,rear wheel,"Gas V8, four .3L",6-speed sequential-shift automatic electronically controlled transmission w/intelligence (ECT-i)-inc: pwr/economy modes,Mid-Size,EFI,regular
158,290,10441.0,2005,land rover range rover sport,,,,,,,,,,,,,,,,,,,,,
159,291,14797.0,2005,subaru b9 tribeca,,,,,,,,,,,,,,,,,,,,,
160,292,4959.0,2005,mercedes benz r class,,,,,,,,,,,,,,,,,,,,,
